loan_id,num_transactions,total_withdrawn,average_withdrawn,balance_std,balance_mean,amount_loan,duration,status,disp
5350,60,272164.0,9072.133333333333,23021.04106123776,35914.854999999996,249312,48,1,0
5351,129,568958.0,6117.8279569892475,17204.070909560676,58336.31162790698,205200,36,1,0
5352,14,38800.0,7760.0,12297.15509867766,31793.735714285714,68400,12,0,0
5366,42,328916.80000000005,12650.646153846154,25642.077157191914,60273.67857142857,86184,12,1,0
5375,38,93670.40000000001,4683.52,10352.391968575044,26449.092105263157,101520,12,1,0
5385,31,132235.80000000002,8815.720000000001,16380.59460647302,49220.9806451613,71460,36,1,1
5388,71,335723.0,6851.489795918367,17762.224670277326,32967.71267605634,61560,12,1,0
5390,77,328291.39999999997,7136.769565217392,13589.38398884065,40091.18311688312,170256,24,1,0
5395,126,793310.6,9916.382499999996,33855.698025767204,51992.85476190476,299088,36,0,0
5409,59,498050.19999999995,14230.005714285711,21927.679528674224,67475.90169491526,182040,60,1,1
5413,109,645385.0,10938.728813559323,26490.316135252076,50436.46605504587,92976,24,1,1
5414,34,167625.0,11973.214285714286,31588.379961912357,50113.194117647065,185952,48,1,0
5415,31,105200.0,8766.666666666666,12989.781215090346,31532.748387096777,139464,36,0,0
5418,120,777712.4,11110.17714285714,23422.026500661654,54157.19416666667,347952,48,1,0
5429,96,375221.19999999995,6051.954838709677,15288.688964738765,52636.598958333336,20196,36,1,0
5445,178,705943.6000000001,5430.335384615382,20752.088935048898,43657.81348314606,46320,24,1,0
5449,52,97645.6,3487.342857142858,7892.721828749214,27019.571153846155,99336,24,1,0
5450,74,262118.4,5698.2260869565225,11909.168772706618,33658.61756756757,199680,60,1,0
5452,110,282610.99999999994,3577.3544303797466,12804.463916870107,47798.865454545456,49440,60,1,0
5453,75,112615.40000000001,2963.5631578947373,6686.145590252044,22927.502666666667,156672,36,1,0
5464,90,686391.0,13727.819999999998,24705.82136034003,59701.78666666667,95808,12,1,0
5470,35,169359.8,9408.87777777778,18916.939576271827,47938.065714285716,200976,48,1,0
5479,73,552028.7999999999,13143.542857142855,29534.218113303323,55582.22602739726,24516,12,1,0
5482,116,175229.0,2654.9848484848494,6878.836566414742,24377.37155172414,165120,60,1,1
5494,136,980640.6000000001,12413.172151898736,26193.21138092937,51149.655147058824,360000,48,1,0
5495,44,81813.0,3408.875,10748.387757632041,39644.76363636364,89340,60,1,1
5519,70,204112.80000000002,4746.809302325582,10641.422753595749,40976.94285714286,91632,12,1,1
5523,19,50300.0,7185.714285714285,14598.865783434976,37510.494736842105,93888,36,1,0
5533,152,1001742.4,10327.2412371134,26285.863067554485,65097.22434210526,111384,24,1,0
5549,43,116683.4,4861.808333333334,10371.123781863109,37570.62790697674,50460,60,1,0
5563,109,853620.7999999999,13768.077419354833,27227.866078850297,64777.0752293578,380160,60,1,0
5568,84,437685.4,8753.707999999999,24196.754530887032,44602.64166666666,272520,60,1,1
5576,120,803766.2,11648.785507246375,28994.626431825105,64493.09916666667,31248,12,1,0
5586,14,48300.0,16100.0,19512.790972253762,42930.20714285714,48744,36,1,0
5591,30,125043.80000000002,8931.7,13711.094458293303,39426.07,155616,48,1,0
5593,117,621330.9999999999,8751.140845070418,28041.875079726327,46487.002564102564,277884,36,0,0
5595,126,654213.6,7111.017391304345,24685.92139144404,57141.73095238096,82896,12,1,1
5599,151,221301.2,2258.1755102040825,7049.350987979909,24577.2,15420,12,1,0
5606,29,158340.0,10556.0,24704.38501837544,37095.84482758621,253512,36,0,0
5610,128,737938.0,9224.224999999997,28089.524636349874,70622.83359375,123216,48,1,1
5611,38,239523.80000000002,11405.89523809524,21716.75025029622,40524.46315789474,321180,60,1,1
5624,95,312411.89999999997,5295.1169491525425,21147.08070284783,26746.525263157895,177744,48,0,0
5625,59,316112.6,10197.18064516129,26510.559286203963,55230.44406779661,222180,60,0,0
5635,77,549385.4,13399.64390243902,30287.214667670312,50722.27012987013,77184,36,1,0
5657,46,79197.40000000001,2933.2370370370368,8705.183539928967,30533.371739130438,4980,12,1,0
5693,32,83702.80000000002,5580.186666666667,11906.808161813045,36548.81875,44088,24,1,0
5706,130,430202.0,5515.410256410257,19260.546243938243,33219.9,161496,36,1,0
5713,166,376698.19999999995,3393.677477477477,8944.715311238842,24908.761445783133,158760,60,1,0
5723,110,513313.8,8414.98032786885,27950.21068970953,47420.84181818181,23628,12,1,0
5724,139,262702.79999999993,3325.3518987341777,6901.260790646524,18632.93381294964,316140,60,0,0
5725,64,184989.6,4999.71891891892,11798.830196336487,32404.7734375,444864,48,1,1
5739,45,68782.4,2751.296,8289.780093711837,26122.84888888889,76380,12,1,0
5740,13,34200.0,8550.0,14265.870341694039,35538.04615384615,18564,12,1,0
5741,54,229736.0,6209.081081081081,20196.07407074487,44948.625925925924,68544,24,1,1
5750,164,750681.7999999999,6471.394827586204,18482.29894648273,49291.82256097561,63252,12,1,0
5754,171,295101.0,2399.1951219512193,8912.019358254425,23771.966081871346,23052,12,1,1
5804,156,659291.4,6339.340384615382,23319.33818504641,49916.09102564103,158976,48,1,0
5805,12,20600.0,6866.666666666667,11982.10175488715,26886.191666666666,137904,24,0,0
5836,16,154716.0,25786.0,29061.53705517541,63494.2,79632,24,1,0
5837,42,202884.8,8453.533333333335,15757.722747155978,38426.728571428575,244560,60,1,0
5861,64,404546.80000000005,12258.993939393937,27533.493654127193,52299.2859375,51408,24,1,0
5876,71,406491.0,8836.760869565218,18388.528003099997,37596.9323943662,221280,48,1,1
5877,112,210800.19999999998,3011.431428571429,7476.937792262856,22360.536607142858,97224,24,1,1
5880,19,125000.0,25000.0,32965.14577809675,55315.16842105263,73836,36,1,0
5882,84,182801.0,4251.186046511629,6896.753585410004,25533.214285714286,87816,12,1,1
5886,26,186756.2,14365.861538461539,28733.343188251627,62590.42307692308,192744,36,1,1
5887,76,275958.99999999994,6417.6511627906975,16917.161794126067,37265.65526315789,192744,36,1,1
5892,10,50600.0,16866.666666666668,21490.62646296442,34798.28,66480,24,0,0
5897,169,337748.19999999995,2768.427868852459,7237.180988793552,29941.905325443786,15192,24,1,0
5900,77,548471.4,12188.25333333333,30587.603643206054,64881.31428571429,135360,48,1,0
5918,71,216556.80000000002,4921.745454545456,11447.547499735838,34084.460563380286,300204,36,1,0
5922,51,232102.6,8289.378571428573,25420.727566030233,41077.635294117645,20220,12,1,0
5923,12,15900.0,5300.0,11814.971181770212,25896.466666666664,64656,48,1,1
5938,54,73191.0,2927.64,7900.831741722059,21568.935185185186,402000,60,1,0
5959,23,168455.6,15314.145454545454,22727.670225229824,50214.50434782609,107640,24,1,0
5970,103,423269.80000000005,6511.843076923075,13613.100566191757,27778.74563106796,465072,48,1,1
5980,78,168742.0,3835.0454545454554,7990.971151238132,30812.94615384615,21396,12,1,1
5988,18,82600.0,16520.0,32279.92216277436,45100.42222222222,141648,24,1,1
5989,59,96377.6,3011.8,7864.495893274421,27951.91355932203,213300,36,1,0
5997,13,65200.0,16300.0,19844.247591152816,44131.16923076923,117024,24,1,0
5999,177,374230.39999999997,2946.6960629921255,12078.55101973188,31814.268361581922,98832,48,1,0
6004,139,619833.0,6737.315217391302,23416.563215441554,49727.45611510792,143904,24,1,0
6006,48,173996.40000000002,7565.060869565218,24143.874396857613,32434.693750000002,359760,60,1,0
6011,52,214293.0,6912.67741935484,14278.225737036766,44093.971153846156,179328,48,1,0
6012,16,42500.0,10625.0,17230.159617750694,40688.1375,258444,36,1,0
6013,82,305229.1,6494.2361702127655,17311.11971554469,34740.70243902439,128988,36,0,0
6015,82,653194.2000000001,14515.426666666666,28391.569085736075,76232.70000000001,110112,24,1,0
6019,77,79808.2,1662.6708333333333,6234.415407995346,27533.66363636364,11400,12,1,0
6027,12,66200.0,22066.666666666668,24849.149080234965,44763.458333333336,61656,24,0,0
6038,57,319437.6,11015.089655172413,26516.428001628443,45414.07368421053,323472,48,1,0
6043,48,75993.0,2922.8076923076924,9092.645216549368,31814.41458333333,20352,48,1,1
6063,50,354117.8,13115.47407407407,27435.703120029266,49482.968,320976,48,0,0
6064,102,191293.4,2620.457534246576,9015.76816505543,32788.14215686275,14628,12,1,0
6066,75,605156.0,12350.122448979591,24967.390839870233,61218.65866666667,173808,24,1,1
6072,29,205400.0,22822.222222222223,30034.313435862332,63579.21724137931,193968,36,1,0
6073,92,129030.60000000002,2745.331914893618,6720.217505796418,25997.563043478258,276300,60,1,0
6077,53,414536.6,13372.148387096771,24870.23292768019,69954.5716981132,79608,24,1,0
6087,66,324344.0,7722.476190476191,30520.960807281426,45854.89090909091,300660,60,1,0
6103,56,150037.0,4546.575757575758,10432.344642413836,29069.116071428572,149340,60,1,0
6109,182,1000385.2000000001,8067.622580645159,28681.80838333561,60030.743406593414,368880,60,1,1
6111,32,155856.8,9741.050000000001,28302.653142986743,37485.45625,174744,24,0,0
6112,118,431696.60000000003,5396.207499999999,23430.521918399387,26252.81440677966,174744,24,0,0
6120,68,468771.8,11161.233333333332,19403.334950613862,46230.339705882354,209184,48,1,0
6130,107,138942.6,2043.2735294117651,7545.466318441954,25906.40934579439,32640,48,1,0
6137,146,999160.0,9700.582524271844,22661.883780456672,49477.32123287671,44628,12,1,0
6144,39,264860.80000000005,12612.41904761905,28278.24506461626,53505.21538461538,44376,12,1,0
6150,196,1280923.8,9929.641860465115,25921.044106424713,67891.93520408163,83016,12,1,0
6151,51,122833.00000000001,4235.620689655173,9614.3623318295,31185.156862745098,225420,60,1,0
6153,49,240990.0,9639.6,26473.42182373544,49651.8918367347,285600,60,1,1
6157,26,118560.0,9120.0,19656.29438137193,54128.56538461538,98592,24,1,0
6169,109,197239.0,3034.4461538461546,9371.387579711678,28250.109174311925,103680,60,0,0
6175,100,707941.1,12205.881034482756,31590.330595889613,59647.424000000006,290700,60,0,0
6178,27,155779.0,11983.0,26204.030675466118,63188.63333333333,232560,48,1,0
6185,23,78490.6,7135.509090909091,15340.950971615734,46304.15217391304,31176,24,1,0
6190,49,215719.2,7438.593103448277,23277.873093332153,39514.67755102041,123600,60,1,1
6202,82,456881.99999999994,8786.192307692305,18172.768250468802,47426.55,65184,12,1,0
6210,33,55837.2,4653.099999999999,8425.332672368242,28362.248484848486,87216,48,0,0
6216,102,453576.80000000005,6047.6906666666655,19476.293991224597,57219.57450980392,141240,24,1,0
6223,64,163920.19999999998,3998.053658536586,9064.78033824496,36039.0515625,61056,48,1,0
6227,94,364384.39999999997,6506.864285714284,11726.617607165179,45582.448936170214,28248,24,1,0
6228,68,409732.0,11073.837837837838,27848.686707573845,51760.01617647059,464520,60,0,0
6229,133,387691.8,3996.8226804123706,11703.03977104676,42224.43909774436,11736,24,1,0
6232,58,91587.6,3270.9857142857145,6029.338312664938,19256.894827586206,276660,36,0,0
6244,72,441010.0,12250.277777777777,29717.34457286979,60819.976388888885,270648,36,0,0
6253,54,203402.59999999998,6356.331250000001,12827.193914171468,40204.46481481482,59760,24,1,1
6272,86,682119.0,13117.673076923076,21947.881092045613,63383.57558139535,398640,60,1,0
6279,30,107655.20000000001,7689.657142857143,13552.449489852383,36783.95,87360,24,1,0
6283,85,597403.0,12710.702127659571,26945.910380677462,65066.73529411765,85632,48,1,0
6294,95,350466.0,5310.090909090909,11483.013284673825,43846.97789473684,79920,60,1,0
6296,87,510634.99999999994,9284.272727272724,18202.53979303858,47654.244827586204,270384,48,1,0
6297,72,150326.0,3666.4878048780497,9324.209981583175,39290.618055555555,17508,12,1,0
6302,93,316966.8,5660.121428571429,9801.680644529757,34005.9064516129,181020,60,1,1
6303,13,72800.0,18200.0,19929.621714110985,45099.26153846154,72408,24,0,0
6306,125,280493.6,3739.914666666668,7937.353315967115,30229.797599999998,36684,12,1,0
6309,63,346933.6,10203.929411764706,29147.98491700158,50815.804761904765,110136,24,1,0
6315,69,473819.79999999993,11019.065116279067,22291.65403318662,68377.06376811593,43164,12,1,0
6316,102,651909.2,10865.15333333333,23250.780434566495,52890.40392156863,76908,12,0,0
6336,71,369095.0,9227.375,27309.501085647138,51034.361971830986,212400,36,1,0
6342,56,413867.39999999997,13795.579999999998,34206.987415175485,72667.63571428572,60156,36,0,0
6354,11,3600.0,3600.0,11195.573958245528,23324.936363636363,22968,36,1,0
6356,47,229878.0,9195.12,23576.743344256894,41562.323404255316,95400,36,1,0
6358,89,258086.0,5060.509803921569,11727.066048624869,24523.073033707864,137880,60,0,0
6362,76,261392.0,5808.711111111113,12938.940496291016,42164.027631578945,37908,12,1,0
6403,113,447115.3999999999,5883.09736842105,13195.884796079004,36421.425663716815,194880,48,1,0
6407,37,163338.4,9074.355555555558,17426.036797826957,56927.45405405405,25944,24,1,0
6421,66,418361.19999999995,11009.505263157893,22929.24381405384,51611.34242424242,96768,36,1,1
6456,42,227910.0,11395.5,23888.321559448163,60382.08571428571,47016,12,1,0
6460,97,64953.4,1031.006349206349,5423.587576531727,23050.189690721647,48672,36,1,1
6461,122,537612.0,6477.253012048192,30062.389743314227,54371.29918032787,74124,36,1,0
6471,105,283931.39999999997,3640.146153846154,13513.4703010347,45183.34952380953,155640,24,1,0
6474,119,176497.6,2521.3942857142865,6107.706916241164,29108.363865546216,63360,60,1,1
6499,54,199944.59999999998,6248.268750000001,12270.895742079612,33312.53888888889,80952,24,1,1
6501,92,218824.8,6436.0235294117665,12216.3463270595,31318.872826086954,30276,12,0,0
6509,98,420213.99999999994,8239.490196078432,24131.83891162098,46061.3193877551,55368,24,1,0
6512,82,68183.79999999999,1450.7191489361699,5522.432869014776,22551.77926829268,63312,48,1,0
6520,36,163633.80000000002,9090.766666666668,15743.433555304437,32558.533333333333,91200,24,1,1
6526,17,47000.0,15666.666666666666,16205.72181108147,36999.52352941177,288468,36,1,0
6535,105,296910.0,4012.2972972972975,13263.348751707794,41502.025714285715,41952,12,1,0
6540,56,431533.0,12692.14705882353,20963.728475446504,58185.58928571428,309600,48,1,0
6545,87,487687.80000000005,9378.611538461537,26747.651934377307,53685.786206896555,191880,60,1,0
6546,117,286224.39999999997,3766.1105263157897,9913.02291629028,31139.747863247863,31728,24,1,1
6550,88,575944.0,9930.06896551724,21161.10823723557,60781.306818181816,320592,48,1,1
6577,102,689863.6,11894.199999999997,26115.030058226144,58226.50490196078,51696,24,1,0
6578,76,267814.0,5822.04347826087,16237.333801572568,30639.86315789474,27984,12,1,0
6580,47,202675.0,7506.481481481483,23182.39661204049,49143.96595744681,196080,48,1,0
6585,172,1282370.0,12696.732673267326,25895.9123556906,64044.04593023256,372120,60,1,1
6589,89,471127.0,7985.203389830508,23400.63444036177,54137.10561797753,189696,24,1,1
6591,151,179743.39999999997,1728.3019230769237,5923.774708486194,21368.909933774834,20832,48,1,0
6594,5,0.0,0.0,8889.038193190532,14900.0,189696,24,0,0
6596,31,207622.2,12213.070588235294,18234.74108903289,50765.41612903226,91584,24,1,0
6598,147,707829.8,6434.8163636363615,19532.468493474174,47220.13401360544,68112,12,1,0
6599,102,683905.0,11030.72580645161,20598.00230804139,75686.06568627451,72120,12,1,1
6600,18,61640.6,10273.433333333332,15001.855573002804,38509.05,21852,36,1,0
6613,19,108330.0,15475.714285714286,24271.624057983947,56910.689473684215,84120,24,1,0
6624,43,185958.4,8085.147826086957,19235.72960061234,47991.53023255814,71460,12,1,1
6642,60,382261.0,10059.5,23174.95183686821,55570.305,77640,12,1,0
6644,55,202933.4,5968.629411764707,21469.630340267242,40078.70727272727,93600,24,1,0
6645,45,233173.0,10137.956521739132,18981.79097613385,43563.619999999995,140400,36,1,0
6647,85,378872.0,7286.0,16039.860835602089,43944.88941176471,208320,48,1,1
6650,49,250598.0,7831.1875,24439.877180919786,46576.27755102041,49320,12,0,0
6659,68,123420.8,3085.5200000000004,8426.832211799325,20158.001470588235,56100,60,1,0
6667,142,846557.6,9302.830769230766,26666.145799399845,63263.1471830986,155880,24,1,1
6668,67,257808.8,6288.019512195123,10605.68811295336,37912.99850746268,74736,36,1,0
6676,12,22700.0,7566.666666666667,13131.977125726578,27626.083333333332,29784,24,1,1
6678,52,357403.0,11913.43333333333,26678.258714234544,61531.59038461539,80340,12,1,1
6686,93,655864.2,11116.342372881352,21234.856010411902,57496.98924731183,224604,36,1,1
6687,17,58800.0,19600.0,20670.97738216307,46318.55294117647,87840,24,1,1
6694,55,248455.59999999998,9938.224000000002,25288.200975246633,44005.112727272724,134784,24,1,0
6696,87,135039.4,3140.451162790698,8832.079278613892,30045.399999999998,89040,60,1,1
6698,50,276526.0,10241.703703703704,23168.339445014884,60054.734000000004,247728,48,1,0
6699,81,242506.19999999998,5389.026666666668,12923.560345495733,46444.63950617284,7656,24,1,1
6704,74,351118.4,10639.951515151515,25817.73541355227,58445.02702702703,417060,60,1,1
6712,144,382772.19999999995,4206.2879120879115,11836.447603426754,34922.881250000006,266220,60,1,0
6715,128,391970.79999999993,5296.902702702701,14352.078379313041,36907.45625,220620,60,1,0
6721,15,8300.0,4150.0,9070.837344626276,21575.686666666665,21072,24,1,0
6725,148,376948.6,4487.483333333333,9992.57311449955,35566.88108108108,265320,36,1,1
6726,96,142433.0,2906.7959183673483,7824.866629042196,30461.404166666664,85860,60,1,0
6729,112,632417.2,10038.368253968252,20930.650934412955,48484.62410714286,74688,12,1,1
6732,69,438787.6,14154.438709677419,23455.92726432901,72968.38115942029,174048,48,1,0
6734,94,591266.0,12580.127659574468,26512.878935391018,61799.24361702128,173016,36,1,0
6736,10,21200.0,10600.0,16686.231188764257,33211.759999999995,288360,60,1,0
6737,143,692645.8,7696.064444444442,21005.680291887616,62933.474825174824,76680,24,1,1
6738,82,291580.1,6626.820454545454,29524.489997327957,27658.48780487805,230220,36,0,0
6745,167,1126736.0,12381.714285714283,30916.763221258978,68740.02335329342,47304,24,1,0
6751,19,50200.0,12550.0,12288.06300721313,31337.257894736842,85716,36,1,1
6764,70,138702.19999999998,4079.4764705882358,9896.492445941623,38587.76,33984,48,1,0
6785,127,605600.0,8651.42857142857,22705.18278242659,51145.515748031496,125340,60,1,0
6805,39,132514.2,6974.431578947369,13151.510254347311,41994.90769230769,45024,48,1,0
6808,83,311648.6,8201.27894736842,29551.483054320095,45134.72168674698,227880,36,1,1
6810,190,1125003.0,10416.694444444445,27339.88746857486,61578.30157894737,186384,48,1,0
6816,18,28700.0,9566.666666666666,9838.648370404879,28124.933333333334,100224,48,0,0
6817,53,126253.0,5260.541666666668,12948.761537492877,32646.850943396224,70656,48,1,0
6818,172,390706.79999999993,3830.458823529411,11044.494392196431,44197.50988372093,155616,48,1,1
6820,29,97495.6,8863.236363636364,13293.431805243708,37462.09310344827,38148,12,1,0
6836,102,248563.4,4142.723333333334,12250.079572479322,32354.031372549023,189300,60,1,0
6841,42,209639.4,12331.729411764707,21110.31187474146,60743.95714285715,172080,48,1,0
6863,24,54873.0,6097.0,11520.18445104369,30060.954166666666,127080,60,1,0
6865,11,23600.0,11800.0,11482.495155433136,28977.436363636363,29448,12,0,0
6876,15,21300.0,7100.0,11715.975172745155,25714.04666666667,86616,12,1,0
6888,115,463878.19999999995,7481.906451612902,26896.8541402657,48944.827826086956,39576,12,1,0
6895,143,460942.0,5761.774999999998,20303.817120135827,36080.38671328671,41904,12,1,0
6903,71,184703.8,5771.993750000001,20087.36502977943,33459.68028169014,52128,24,1,0
6919,96,420445.0,7007.416666666667,21557.464543439626,40838.755208333336,120888,36,1,0
6921,42,325416.80000000005,12516.030769230769,24799.97403787278,59935.271428571425,86184,12,1,0
6929,158,903996.0,8862.70588235294,25051.25763785537,57977.034810126584,36396,12,1,0
6933,22,107821.6,10782.16,20050.27841673887,42203.17272727273,188688,48,1,0
6940,20,45014.6,6430.657142857142,14856.81419017355,41402.134999999995,228276,36,1,1
6944,17,53513.0,8918.833333333334,13279.637852717908,33613.105882352946,46176,48,1,0
6949,108,634004.0,10931.103448275862,25655.51365409269,52379.128703703704,104712,24,1,1
6950,191,1133219.2000000002,9522.850420168068,27075.74205832393,57357.84345549738,104712,24,1,0
6955,144,1242760.0,15534.5,25561.827684429158,75924.24097222222,244368,48,1,0
6960,153,493209.80000000005,5137.602083333331,11990.873356406239,31375.160784313724,76416,24,1,1
6961,13,87600.0,21900.0,21431.237856261745,47154.5,176148,36,1,0
6965,165,1174244.2000000002,11982.083673469388,30644.157075754654,63889.87393939393,139536,24,1,0
6985,72,215290.0,4580.63829787234,11410.835423144199,36840.57361111111,113796,36,1,1
6986,57,223011.2,7690.041379310345,24000.12499806356,30491.098245614037,151728,48,0,0
6992,79,375260.2,6701.074999999999,22590.104308053575,46772.315189873414,133968,48,1,1
6995,149,612117.0,9417.184615384615,21691.134254741817,50492.688590604026,96168,12,1,0
6996,132,746782.8,8683.520930232555,17179.81146303782,47118.99318181818,126600,24,1,0
6998,65,473934.0,10531.866666666665,22871.826586869844,53379.12769230769,97632,12,1,0
7004,119,411634.3999999999,5210.562025316454,11038.409511529931,36941.99831932773,331560,60,1,1
7008,36,110200.20000000001,5247.628571428572,14039.273386590507,39063.76666666666,36168,12,1,0
7013,44,81113.0,3379.7083333333335,10876.871704682686,40005.48181818182,89340,60,1,1
7034,69,202631.4,5065.785000000002,10532.784888113652,43121.75507246377,19044,36,1,0
7036,91,559302.2,10552.871698113202,35314.5278448429,56669.787912087915,194940,36,1,0
7055,79,546475.0,11879.891304347824,26493.59158887542,63707.626582278484,167100,60,1,1
7057,126,653115.0,7099.076086956522,20926.369442514395,45873.61666666667,231696,36,1,1
7061,93,594252.4,11004.674074074072,21910.827556377593,54422.596774193546,121896,24,1,0
7066,15,30500.0,6100.0,10504.310470160513,32702.726666666666,215388,36,0,0
7097,23,133200.0,16650.0,20688.41804888367,50009.90869565217,75624,24,0,0
7101,50,197465.0,7052.321428571429,12359.209052004047,37436.422,421008,48,1,0
7104,17,77214.0,11030.57142857143,19487.23966632132,45198.15294117647,259740,60,1,0
7121,45,109503.0,4562.625000000001,10171.031845987452,34272.21333333333,21924,36,1,1
7130,65,183992.0,4599.8,17185.36385469143,28359.255384615386,123408,24,1,0
7136,23,26214.6,2912.733333333333,10625.946392927808,30293.708695652174,54396,36,1,0
7137,28,226436.2,15095.746666666668,22844.00616457968,53976.29285714286,151560,24,1,0
7138,137,167458.19999999998,1881.5528089887648,5853.928886719555,24643.283941605838,60000,60,1,0
7142,130,254724.59999999998,3442.224324324325,9885.477724726501,26358.754615384616,482940,60,0,0
7154,34,109400.0,8415.384615384615,18631.358322644723,43196.74411764706,417600,60,1,0
7166,16,42703.0,8540.6,13022.421614480605,30953.14375,198240,24,1,0
7176,161,972480.2000000001,8530.528070175435,20993.62804538802,50676.8198757764,260028,36,1,0
7189,89,277508.0,4868.561403508772,10868.943277490947,31791.328089887644,154656,48,1,0
7192,127,389778.0,4812.074074074074,17591.055950194852,25666.407086614174,115992,36,1,0
7194,53,181697.6,6265.434482758622,12288.790411270784,37557.05471698113,68832,36,1,0
7198,27,49000.0,9800.0,14361.643030576995,32555.818518518518,45768,12,1,0
7213,71,222405.19999999998,4942.337777777779,12325.831191185674,33990.41971830986,113544,36,1,0
7220,83,312816.0,5792.888888888889,12494.312333486101,36635.115662650605,131292,36,1,0
7226,16,92700.0,18540.0,19635.357674451083,44735.43125,197748,36,1,1
7227,130,960700.0,12982.432432432432,28698.379826165863,63527.42,314520,60,1,0
7233,124,802426.2,10992.139726027393,21971.162852105062,56646.51612903226,115812,36,1,0
7235,32,129141.0,8071.3125,20286.965558464442,46715.8,154416,48,1,0
7240,27,235214.0,16801.0,25256.6658167142,57188.21111111111,274740,60,1,0
7241,160,896438.8,10423.706976744183,28355.36015800731,56053.9975,168984,24,0,0
7243,57,339863.6,9440.655555555555,18394.513784863888,49107.066666666666,217152,36,1,0
7246,31,113758.0,7583.866666666667,15220.65126336407,32435.31935483871,148920,60,1,0
7249,78,165846.0,3528.638297872341,9598.252851868401,33857.106410256405,69360,48,1,0
7259,55,365003.6,11406.3625,25585.472260311017,54652.89818181818,108144,36,1,1
