loan_id,account_id,amount_loan,duration,payments,status,type,amount_trans,balance,date_diff
4962,25,30276,12,2523,,withdrawal,6800.0,39510.0,864000.0
4962,25,30276,12,2523,,credit,29361.0,68871.0,1209600.0
4962,25,30276,12,2523,,withdrawal,14.6,69208.5,432000.0
4962,25,30276,12,2523,,credit,352.1,69223.1,86400.0
4962,25,30276,12,2523,,withdrawal,1110.0,68098.5,518400.0
4962,25,30276,12,2523,,withdrawal,164.0,67934.5,172800.0
4962,25,30276,12,2523,,credit,47179.0,115113.5,777600.0
4962,25,30276,12,2523,,withdrawal,62900.0,52213.5,86400.0
4962,25,30276,12,2523,,credit,25125.0,77338.5,86400.0
4962,25,30276,12,2523,,withdrawal,6817.0,70521.5,86400.0
4962,25,30276,12,2523,,withdrawal,16030.0,54491.5,172800.0
4962,25,30276,12,2523,,credit,48955.0,103446.5,518400.0
4962,25,30276,12,2523,,withdrawal,1900.0,101546.5,691200.0
4962,25,30276,12,2523,,withdrawal,36300.0,65246.5,432000.0
4962,25,30276,12,2523,,withdrawal,2400.0,62846.5,172800.0
4962,25,30276,12,2523,,withdrawal,14.6,63153.5,345600.0
4962,25,30276,12,2523,,credit,321.7,63168.1,1296000.0
4962,25,30276,12,2523,,withdrawal,3300.0,59853.5,86400.0
4962,25,30276,12,2523,,withdrawal,1110.0,58743.5,432000.0
4962,25,30276,12,2523,,withdrawal,164.0,58579.5,172800.0
4962,25,30276,12,2523,,withdrawal,6817.0,51762.5,172800.0
4962,25,30276,12,2523,,withdrawal,3841.0,88942.5,86400.0
4962,25,30276,12,2523,,credit,41021.0,92783.5,950400.0
4962,25,30276,12,2523,,withdrawal,3000.0,85942.5,518400.0
4962,25,30276,12,2523,,withdrawal,3627.0,82315.5,86400.0
4962,25,30276,12,2523,,withdrawal,7500.0,66415.5,86400.0
4962,25,30276,12,2523,,withdrawal,7800.0,58615.5,0.0
4962,25,30276,12,2523,,withdrawal,8400.0,73915.5,0.0
4962,25,30276,12,2523,,withdrawal,8700.0,49915.5,172800.0
4962,25,30276,12,2523,,withdrawal,2000.0,47915.5,86400.0
4962,25,30276,12,2523,,withdrawal,11000.0,36915.5,172800.0
4962,25,30276,12,2523,,withdrawal,7800.0,29115.5,432000.0
4962,25,30276,12,2523,,withdrawal,14.6,29352.4,172800.0
4962,25,30276,12,2523,,credit,251.5,29367.0,1728000.0
4962,25,30276,12,2523,,credit,15549.0,44901.4,172800.0
4962,25,30276,12,2523,,withdrawal,2200.0,42701.4,259200.0
4962,25,30276,12,2523,,withdrawal,1110.0,81076.4,259200.0
4962,25,30276,12,2523,,credit,39485.0,82186.4,345600.0
4962,25,30276,12,2523,,withdrawal,164.0,80912.4,172800.0
4962,25,30276,12,2523,,withdrawal,6817.0,74095.4,172800.0
4962,25,30276,12,2523,,withdrawal,22926.0,51169.4,864000.0
4962,25,30276,12,2523,,withdrawal,12300.0,38869.4,259200.0
4962,25,30276,12,2523,,withdrawal,14.6,39098.5,432000.0
4962,25,30276,12,2523,,credit,243.7,39113.1,1900800.0
4962,25,30276,12,2523,,withdrawal,1110.0,37988.5,518400.0
4962,25,30276,12,2523,,withdrawal,164.0,37824.5,172800.0
4962,25,30276,12,2523,,withdrawal,6817.0,31007.5,172800.0
4962,25,30276,12,2523,,withdrawal,1600.0,29407.5,1296000.0
4962,25,30276,12,2523,,withdrawal,3200.0,26207.5,0.0
4962,25,30276,12,2523,,withdrawal,2900.0,23427.7,518400.0
4962,25,30276,12,2523,,withdrawal,14.6,26327.7,0.0
4962,25,30276,12,2523,,credit,134.8,26342.3,2678400.0
4962,25,30276,12,2523,,credit,49734.0,73161.7,432000.0
4962,25,30276,12,2523,,withdrawal,1110.0,72051.7,518400.0
4962,25,30276,12,2523,,withdrawal,27200.0,84284.7,86400.0
4962,25,30276,12,2523,,credit,39433.0,111484.7,172800.0
4962,25,30276,12,2523,,withdrawal,164.0,84120.7,86400.0
4962,25,30276,12,2523,,withdrawal,6817.0,77303.7,172800.0
4962,25,30276,12,2523,,withdrawal,13141.0,64162.7,432000.0
4962,25,30276,12,2523,,withdrawal,21600.0,42562.7,777600.0
4962,25,30276,12,2523,,withdrawal,5700.0,36862.7,432000.0
4962,25,30276,12,2523,,withdrawal,14.6,37082.8,86400.0
4962,25,30276,12,2523,,credit,234.7,37097.4,1987200.0
4962,25,30276,12,2523,,withdrawal,1600.0,35482.8,172800.0
4962,25,30276,12,2523,,credit,18951.0,54433.8,259200.0
4962,25,30276,12,2523,,withdrawal,1110.0,53323.8,345600.0
4962,25,30276,12,2523,,withdrawal,164.0,53159.8,172800.0
4962,25,30276,12,2523,,credit,8802.0,61961.8,518400.0
4962,25,30276,12,2523,,withdrawal,6817.0,91198.8,172800.0
4962,25,30276,12,2523,,credit,36054.0,98015.8,86400.0
4962,25,30276,12,2523,,withdrawal,34000.0,57198.8,1209600.0
4962,25,30276,12,2523,,credit,30931.0,88129.8,1555200.0
4962,25,30276,12,2523,,withdrawal,11400.0,76729.8,432000.0
4962,25,30276,12,2523,,withdrawal,14.6,77021.7,172800.0
4962,25,30276,12,2523,,credit,306.5,77036.3,259200.0
4962,25,30276,12,2523,,withdrawal,1800.0,75221.7,345600.0
4962,25,30276,12,2523,,withdrawal,1110.0,74111.7,172800.0
4962,25,30276,12,2523,,withdrawal,7500.0,66611.7,86400.0
4962,25,30276,12,2523,,withdrawal,164.0,66447.7,86400.0
4962,25,30276,12,2523,,credit,5271.0,71718.7,777600.0
4962,25,30276,12,2523,,withdrawal,6817.0,64901.7,172800.0
4962,25,30276,12,2523,,withdrawal,16800.0,48101.7,1036800.0
4962,25,30276,12,2523,,withdrawal,13400.0,34701.7,86400.0
4962,25,30276,12,2523,,withdrawal,14.6,34932.3,604800.0
4962,25,30276,12,2523,,credit,245.2,34946.9,1814400.0
4962,25,30276,12,2523,,credit,37842.0,72774.3,518400.0
4962,25,30276,12,2523,,withdrawal,10200.0,61464.3,518400.0
4962,25,30276,12,2523,,withdrawal,1110.0,71664.3,0.0
4962,25,30276,12,2523,,withdrawal,164.0,61300.3,172800.0
4962,25,30276,12,2523,,withdrawal,1700.0,52783.3,172800.0
4962,25,30276,12,2523,,withdrawal,6817.0,54483.3,0.0
4962,25,30276,12,2523,,withdrawal,15100.0,37683.3,1123200.0
4962,25,30276,12,2523,,withdrawal,6900.0,30783.3,172800.0
4962,25,30276,12,2523,,credit,20895.0,51678.3,1728000.0
4962,25,30276,12,2523,,withdrawal,2100.0,49578.3,259200.0
4962,25,30276,12,2523,,withdrawal,14.6,49769.8,259200.0
4962,25,30276,12,2523,,credit,206.0,49784.4,432000.0
4962,25,30276,12,2523,,withdrawal,1110.0,48659.8,518400.0
4962,25,30276,12,2523,,withdrawal,164.0,48495.8,172800.0
4962,25,30276,12,2523,,credit,18228.0,66723.8,777600.0
4962,25,30276,12,2523,,withdrawal,6817.0,59906.8,172800.0
4962,25,30276,12,2523,,withdrawal,17800.0,42106.8,1036800.0
4962,25,30276,12,2523,,withdrawal,14.6,42307.1,777600.0
4962,25,30276,12,2523,,credit,214.9,42321.7,1900800.0
4962,25,30276,12,2523,,credit,12761.0,55068.1,86400.0
4962,25,30276,12,2523,,withdrawal,1110.0,53958.1,518400.0
4962,25,30276,12,2523,,withdrawal,164.0,53794.1,172800.0
4962,25,30276,12,2523,,withdrawal,2600.0,51194.1,86400.0
4962,25,30276,12,2523,,withdrawal,6817.0,44377.1,86400.0
4962,25,30276,12,2523,,credit,42433.0,86810.1,1382400.0
4962,25,30276,12,2523,,withdrawal,33600.0,53210.1,950400.0
4962,25,30276,12,2523,,credit,18292.0,71502.1,864000.0
4962,25,30276,12,2523,,withdrawal,14.6,71721.1,777600.0
4962,25,30276,12,2523,,credit,233.6,71735.7,259200.0
4962,25,30276,12,2523,,withdrawal,1110.0,70611.1,518400.0
4962,25,30276,12,2523,,withdrawal,164.0,70447.1,172800.0
4962,25,30276,12,2523,,withdrawal,6817.0,63630.1,172800.0
4962,25,30276,12,2523,,withdrawal,2600.0,61030.1,0.0
4962,25,30276,12,2523,,credit,26124.0,87154.1,950400.0
4962,25,30276,12,2523,,withdrawal,30700.0,56454.1,950400.0
4962,25,30276,12,2523,,credit,8094.0,64548.1,1036800.0
4962,25,30276,12,2523,,withdrawal,2500.0,62048.1,518400.0
4962,25,30276,12,2523,,credit,29180.0,91228.1,518400.0
4962,25,30276,12,2523,,withdrawal,14.6,91527.7,345600.0
4962,25,30276,12,2523,,credit,314.2,91542.3,172800.0
4962,25,30276,12,2523,,withdrawal,1110.0,90417.7,518400.0
4962,25,30276,12,2523,,withdrawal,164.0,90253.7,172800.0
4962,25,30276,12,2523,,withdrawal,6817.0,83436.7,172800.0
4962,25,30276,12,2523,,withdrawal,20800.0,98852.7,864000.0
4962,25,30276,12,2523,,credit,36216.0,119652.7,1728000.0
4962,25,30276,12,2523,,withdrawal,59200.0,39652.7,0.0
4962,25,30276,12,2523,,withdrawal,14.6,40009.9,864000.0
4962,25,30276,12,2523,,credit,371.8,40024.5,864000.0
4962,25,30276,12,2523,,withdrawal,7278.0,32731.9,172800.0
4962,25,30276,12,2523,,withdrawal,1110.0,31621.9,345600.0
4967,37,318480,60,5308,,credit,900.0,900.0,
4967,37,318480,60,5308,,credit,33712.0,34612.0,172800.0
4967,37,318480,60,5308,,credit,21538.0,56150.0,172800.0
4967,37,318480,60,5308,,credit,84.8,56234.8,777600.0
4967,37,318480,60,5308,,credit,38257.0,94491.8,950400.0
4967,37,318480,60,5308,,credit,7878.0,102369.8,518400.0
4967,37,318480,60,5308,,withdrawal,42400.0,41569.8,
4967,37,318480,60,5308,,withdrawal,18400.0,83969.8,0.0
4967,37,318480,60,5308,,credit,288.1,41857.8,1123200.0
4967,37,318480,60,5308,,withdrawal,7000.0,34857.8,2592000.0
4967,37,318480,60,5308,,credit,349.9,35207.7,2678400.0
4967,37,318480,60,5308,,credit,11660.0,46867.7,86400.0
4967,37,318480,60,5308,,withdrawal,6700.0,40167.7,1641600.0
4967,37,318480,60,5308,,withdrawal,97.0,40070.7,172800.0
4967,37,318480,60,5308,,withdrawal,2317.0,37753.7,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,35169.7,86400.0
4967,37,318480,60,5308,,withdrawal,3100.0,32069.7,604800.0
4967,37,318480,60,5308,,credit,37413.0,69482.7,2332800.0
4967,37,318480,60,5308,,withdrawal,14.6,69652.4,1209600.0
4967,37,318480,60,5308,,credit,184.3,69667.0,172800.0
4967,37,318480,60,5308,,withdrawal,97.0,69555.4,604800.0
4967,37,318480,60,5308,,withdrawal,2317.0,67238.4,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,64654.4,86400.0
4967,37,318480,60,5308,,withdrawal,4500.0,60154.4,432000.0
4967,37,318480,60,5308,,withdrawal,18700.0,41454.4,172800.0
4967,37,318480,60,5308,,withdrawal,7200.0,55272.4,1209600.0
4967,37,318480,60,5308,,credit,21018.0,62472.4,2592000.0
4967,37,318480,60,5308,,withdrawal,14.6,55484.7,86400.0
4967,37,318480,60,5308,,credit,226.9,55499.3,86400.0
4967,37,318480,60,5308,,withdrawal,97.0,55387.7,604800.0
4967,37,318480,60,5308,,withdrawal,3900.0,49170.7,86400.0
4967,37,318480,60,5308,,withdrawal,2317.0,53070.7,0.0
4967,37,318480,60,5308,,withdrawal,2584.0,46586.7,86400.0
4967,37,318480,60,5308,,withdrawal,2400.0,44186.7,259200.0
4967,37,318480,60,5308,,withdrawal,4500.0,39686.7,86400.0
4967,37,318480,60,5308,,withdrawal,4500.0,35186.7,86400.0
4967,37,318480,60,5308,,withdrawal,9600.0,25586.7,86400.0
4967,37,318480,60,5308,,withdrawal,2700.0,22886.7,345600.0
4967,37,318480,60,5308,,withdrawal,14.6,23018.3,1036800.0
4967,37,318480,60,5308,,credit,146.2,23032.9,2678400.0
4967,37,318480,60,5308,,withdrawal,5500.0,17518.3,604800.0
4967,37,318480,60,5308,,withdrawal,97.0,17421.3,0.0
4967,37,318480,60,5308,,withdrawal,2317.0,15104.3,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,12520.3,86400.0
4967,37,318480,60,5308,,credit,4600.0,17120.3,1209600.0
4967,37,318480,60,5308,,withdrawal,14.6,17177.5,1641600.0
4967,37,318480,60,5308,,credit,71.8,17192.1,1209600.0
4967,37,318480,60,5308,,credit,47001.0,64178.5,432000.0
4967,37,318480,60,5308,,withdrawal,97.0,64081.5,604800.0
4967,37,318480,60,5308,,withdrawal,2317.0,61764.5,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,102177.5,86400.0
4967,37,318480,60,5308,,credit,42997.0,104761.5,345600.0
4967,37,318480,60,5308,,withdrawal,6200.0,95977.5,172800.0
4967,37,318480,60,5308,,withdrawal,43200.0,52777.5,432000.0
4967,37,318480,60,5308,,credit,26615.0,79392.5,1555200.0
4967,37,318480,60,5308,,withdrawal,17651.0,61741.5,1123200.0
4967,37,318480,60,5308,,withdrawal,14.6,55671.9,172800.0
4967,37,318480,60,5308,,withdrawal,6300.0,55686.5,0.0
4967,37,318480,60,5308,,credit,245.0,61986.5,345600.0
4967,37,318480,60,5308,,withdrawal,5800.0,49871.9,432000.0
4967,37,318480,60,5308,,withdrawal,97.0,49774.9,172800.0
4967,37,318480,60,5308,,withdrawal,2317.0,47457.9,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,44873.9,86400.0
4967,37,318480,60,5308,,withdrawal,16400.0,28473.9,518400.0
4967,37,318480,60,5308,,credit,11830.0,40303.9,1641600.0
4967,37,318480,60,5308,,credit,17195.0,57498.9,864000.0
4967,37,318480,60,5308,,withdrawal,14.6,57668.2,1296000.0
4967,37,318480,60,5308,,credit,183.9,57682.8,86400.0
4967,37,318480,60,5308,,withdrawal,97.0,57571.2,604800.0
4967,37,318480,60,5308,,withdrawal,2317.0,55254.2,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,52670.2,86400.0
4967,37,318480,60,5308,,withdrawal,3900.0,48770.2,172800.0
4967,37,318480,60,5308,,credit,24116.0,72886.2,1036800.0
4967,37,318480,60,5308,,withdrawal,28500.0,44386.2,345600.0
4967,37,318480,60,5308,,withdrawal,5100.0,39286.2,172800.0
4967,37,318480,60,5308,,withdrawal,14.6,39473.4,1209600.0
4967,37,318480,60,5308,,credit,201.8,39488.0,1641600.0
4967,37,318480,60,5308,,withdrawal,97.0,39376.4,604800.0
4967,37,318480,60,5308,,withdrawal,2317.0,37059.4,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,34475.4,86400.0
4967,37,318480,60,5308,,withdrawal,13100.0,21375.4,432000.0
4967,37,318480,60,5308,,withdrawal,7000.0,14375.4,345600.0
4967,37,318480,60,5308,,withdrawal,14.6,14464.9,1036800.0
4967,37,318480,60,5308,,credit,104.1,14479.5,2592000.0
4967,37,318480,60,5308,,withdrawal,97.0,14367.9,604800.0
4967,37,318480,60,5308,,withdrawal,2317.0,12050.9,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,9466.9,86400.0
4967,37,318480,60,5308,,credit,7585.0,17051.9,950400.0
4967,37,318480,60,5308,,withdrawal,1800.0,15251.9,432000.0
4967,37,318480,60,5308,,withdrawal,6200.0,9051.9,432000.0
4967,37,318480,60,5308,,withdrawal,14.6,9086.8,1036800.0
4967,37,318480,60,5308,,credit,49.5,9101.4,1728000.0
4967,37,318480,60,5308,,withdrawal,97.0,8989.8,604800.0
4967,37,318480,60,5308,,withdrawal,2317.0,6672.8,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,4088.8,86400.0
4967,37,318480,60,5308,,withdrawal,5100.0,-1011.2,345600.0
4967,37,318480,60,5308,,credit,47785.0,46773.8,1209600.0
4967,37,318480,60,5308,,withdrawal,24004.0,22769.8,345600.0
4967,37,318480,60,5308,,withdrawal,7300.0,15469.8,1036800.0
4967,37,318480,60,5308,,withdrawal,14.6,15527.1,172800.0
4967,37,318480,60,5308,,withdrawal,0.4,15541.7,0.0
4967,37,318480,60,5308,,credit,72.3,15542.1,1468800.0
4967,37,318480,60,5308,,withdrawal,97.0,15430.1,604800.0
4967,37,318480,60,5308,,withdrawal,2317.0,13113.1,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,10529.1,86400.0
4967,37,318480,60,5308,,withdrawal,4300.0,6229.1,259200.0
4967,37,318480,60,5308,,credit,42957.0,49186.1,1728000.0
4967,37,318480,60,5308,,withdrawal,11400.0,37786.1,1209600.0
4967,37,318480,60,5308,,withdrawal,14.6,37865.8,345600.0
4967,37,318480,60,5308,,credit,94.3,37880.4,864000.0
4967,37,318480,60,5308,,withdrawal,2100.0,35765.8,345600.0
4967,37,318480,60,5308,,withdrawal,3200.0,32565.8,172800.0
4967,37,318480,60,5308,,withdrawal,97.0,32468.8,86400.0
4967,37,318480,60,5308,,withdrawal,2317.0,30151.8,86400.0
4967,37,318480,60,5308,,withdrawal,2584.0,27567.8,86400.0
4967,37,318480,60,5308,,withdrawal,11200.0,16367.8,259200.0
4968,38,110736,48,2307,,credit,13841.0,13841.0,
4968,38,110736,48,2307,,credit,1100.0,14941.0,0.0
4968,38,110736,48,2307,,credit,48.2,14989.2,1987200.0
4968,38,110736,48,2307,,credit,6600.0,21589.2,604800.0
4968,38,110736,48,2307,,credit,13841.0,35430.2,86400.0
4968,38,110736,48,2307,,credit,127.7,35557.9,1900800.0
4968,38,110736,48,2307,,withdrawal,2700.0,32857.9,
4968,38,110736,48,2307,,credit,13841.0,46698.9,691200.0
4968,38,110736,48,2307,,credit,184.0,46882.9,1987200.0
4968,38,110736,48,2307,,withdrawal,10700.0,36182.9,2592000.0
4968,38,110736,48,2307,,credit,13841.0,50023.9,691200.0
4968,38,110736,48,2307,,credit,205.2,50229.1,1900800.0
4968,38,110736,48,2307,,withdrawal,15000.0,35229.1,2592000.0
4968,38,110736,48,2307,,credit,20762.0,55991.1,691200.0
4968,38,110736,48,2307,,withdrawal,1800.0,54191.1,172800.0
4968,38,110736,48,2307,,withdrawal,6600.0,47591.1,86400.0
4968,38,110736,48,2307,,withdrawal,231.0,47360.1,86400.0
4968,38,110736,48,2307,,withdrawal,30.0,47531.1,1814400.0
4968,38,110736,48,2307,,credit,201.0,47561.1,1987200.0
4968,38,110736,48,2307,,withdrawal,3900.0,43631.1,259200.0
4968,38,110736,48,2307,,withdrawal,16800.0,27031.1,172800.0
4968,38,110736,48,2307,,credit,200.0,43831.1,432000.0
4968,38,110736,48,2307,,withdrawal,228.0,26803.1,0.0
4968,38,110736,48,2307,,withdrawal,6901.0,19902.1,172800.0
4968,38,110736,48,2307,,credit,13841.0,33743.1,259200.0
4968,38,110736,48,2307,,withdrawal,231.0,33512.1,259200.0
4968,38,110736,48,2307,,withdrawal,4800.0,28712.1,0.0
4968,38,110736,48,2307,,withdrawal,1500.0,27212.1,172800.0
4968,38,110736,48,2307,,withdrawal,1700.0,25512.1,86400.0
4968,38,110736,48,2307,,withdrawal,3300.0,22212.1,691200.0
4968,38,110736,48,2307,,withdrawal,30.0,22299.6,864000.0
4968,38,110736,48,2307,,credit,117.5,22329.6,1987200.0
4968,38,110736,48,2307,,credit,2000.0,24299.6,345600.0
4968,38,110736,48,2307,,withdrawal,228.0,24071.6,432000.0
4968,38,110736,48,2307,,withdrawal,1500.0,15670.6,172800.0
4968,38,110736,48,2307,,withdrawal,6901.0,17170.6,0.0
4968,38,110736,48,2307,,credit,13841.0,29511.6,345600.0
4968,38,110736,48,2307,,withdrawal,231.0,29280.6,259200.0
4968,38,110736,48,2307,,withdrawal,2500.0,26780.6,1296000.0
4968,38,110736,48,2307,,withdrawal,30.0,26863.6,259200.0
4968,38,110736,48,2307,,credit,113.0,26893.6,1728000.0
4968,38,110736,48,2307,,withdrawal,228.0,20739.6,432000.0
4968,38,110736,48,2307,,withdrawal,5896.0,20967.6,0.0
4968,38,110736,48,2307,,credit,1900.0,22639.6,518400.0
4968,38,110736,48,2307,,withdrawal,6901.0,15738.6,172800.0
4968,38,110736,48,2307,,credit,13841.0,29579.6,172800.0
4968,38,110736,48,2307,,withdrawal,231.0,29348.6,259200.0
4968,38,110736,48,2307,,withdrawal,30.0,29435.7,1814400.0
4968,38,110736,48,2307,,credit,117.1,29465.7,1987200.0
4968,38,110736,48,2307,,credit,4000.0,33435.7,432000.0
4968,38,110736,48,2307,,withdrawal,228.0,33207.7,432000.0
4968,38,110736,48,2307,,withdrawal,2500.0,30707.7,86400.0
4968,38,110736,48,2307,,withdrawal,6901.0,23806.7,86400.0
4968,38,110736,48,2307,,credit,13841.0,37647.7,259200.0
4968,38,110736,48,2307,,withdrawal,231.0,37416.7,259200.0
4986,97,102876,12,8573,,credit,900.0,900.0,
4986,97,102876,12,8573,,credit,17928.0,18828.0,777600.0
4986,97,102876,12,8573,,credit,45.6,18873.5,1468800.0
4986,97,102876,12,8573,,credit,4500.0,23373.5,345600.0
4986,97,102876,12,8573,,credit,26892.0,50265.6,864000.0
4986,97,102876,12,8573,,credit,152.7,50418.2,1382400.0
4986,97,102876,12,8573,,withdrawal,13800.0,36618.2,
4986,97,102876,12,8573,,credit,17928.0,54546.2,1209600.0
4986,97,102876,12,8573,,credit,219.8,54766.0,1468800.0
4986,97,102876,12,8573,,withdrawal,12600.0,42166.0,2592000.0
4986,97,102876,12,8573,,credit,17928.0,60094.0,1209600.0
4986,97,102876,12,8573,,credit,240.7,60334.7,1468800.0
4986,97,102876,12,8573,,withdrawal,18600.0,41734.7,2592000.0
4986,97,102876,12,8573,,withdrawal,2411.0,57251.7,1036800.0
4986,97,102876,12,8573,,credit,17928.0,59662.7,1209600.0
4986,97,102876,12,8573,,withdrawal,14.6,57480.8,1382400.0
4986,97,102876,12,8573,,credit,243.7,57495.4,1382400.0
4986,97,102876,12,8573,,withdrawal,17800.0,39680.8,172800.0
4986,97,102876,12,8573,,withdrawal,3.0,39677.8,259200.0
4986,97,102876,12,8573,,withdrawal,15.0,39662.8,172800.0
4986,97,102876,12,8573,,withdrawal,1436.0,38226.8,259200.0
4986,97,102876,12,8573,,credit,17928.0,56154.8,1209600.0
4986,97,102876,12,8573,,withdrawal,2411.0,53743.8,345600.0
4986,97,102876,12,8573,,withdrawal,6900.0,46843.8,345600.0
4986,97,102876,12,8573,,withdrawal,14.6,47024.4,1123200.0
4986,97,102876,12,8573,,credit,195.2,47039.0,1468800.0
4986,97,102876,12,8573,,withdrawal,11700.0,35324.4,86400.0
4986,97,102876,12,8573,,withdrawal,3.0,35321.4,345600.0
4986,97,102876,12,8573,,withdrawal,15.0,35306.4,172800.0
4986,97,102876,12,8573,,withdrawal,1436.0,33870.4,259200.0
4986,97,102876,12,8573,,credit,17928.0,51798.4,1209600.0
4986,97,102876,12,8573,,withdrawal,2411.0,49387.4,345600.0
4986,97,102876,12,8573,,withdrawal,8500.0,40887.4,1036800.0
4986,97,102876,12,8573,,withdrawal,14.6,41056.9,345600.0
4986,97,102876,12,8573,,credit,184.1,41071.5,1382400.0
4986,97,102876,12,8573,,withdrawal,12600.0,28456.9,86400.0
4986,97,102876,12,8573,,withdrawal,3.0,28453.9,345600.0
4986,97,102876,12,8573,,withdrawal,4200.0,24253.9,86400.0
4986,97,102876,12,8573,,withdrawal,15.0,24238.9,86400.0
4986,97,102876,12,8573,,withdrawal,11300.0,12938.9,172800.0
4986,97,102876,12,8573,,withdrawal,1436.0,11502.9,86400.0
4986,97,102876,12,8573,,withdrawal,2411.0,35983.9,345600.0
4986,97,102876,12,8573,,credit,26892.0,38394.9,1209600.0
4986,97,102876,12,8573,,withdrawal,4320.0,31663.9,259200.0
4986,97,102876,12,8573,,withdrawal,14.6,25171.1,1209600.0
4986,97,102876,12,8573,,withdrawal,6600.0,25185.7,0.0
4986,97,102876,12,8573,,credit,121.8,31785.7,1468800.0
4986,97,102876,12,8573,,withdrawal,3.0,25168.1,432000.0
4986,97,102876,12,8573,,withdrawal,15.0,25153.1,172800.0
4986,97,102876,12,8573,,withdrawal,4960.0,20193.1,86400.0
4986,97,102876,12,8573,,withdrawal,1436.0,18757.1,172800.0
4986,97,102876,12,8573,,credit,17928.0,36685.1,1209600.0
4986,97,102876,12,8573,,withdrawal,2411.0,34274.1,345600.0
4986,97,102876,12,8573,,withdrawal,11100.0,23174.1,432000.0
4986,97,102876,12,8573,,withdrawal,3500.0,19674.1,950400.0
4986,97,102876,12,8573,,withdrawal,14.6,19762.7,86400.0
4986,97,102876,12,8573,,credit,103.2,19777.3,1468800.0
4986,97,102876,12,8573,,withdrawal,3.0,19759.7,432000.0
4986,97,102876,12,8573,,withdrawal,15.0,19744.7,172800.0
4986,97,102876,12,8573,,withdrawal,1436.0,18308.7,259200.0
4986,97,102876,12,8573,,withdrawal,2411.0,33825.7,345600.0
4986,97,102876,12,8573,,credit,17928.0,36236.7,1209600.0
4986,97,102876,12,8573,,withdrawal,2640.0,31185.7,345600.0
4986,97,102876,12,8573,,withdrawal,8800.0,22385.7,86400.0
4986,97,102876,12,8573,,withdrawal,7400.0,14985.7,432000.0
4986,97,102876,12,8573,,withdrawal,14.6,15062.2,345600.0
4986,97,102876,12,8573,,credit,91.1,15076.8,1209600.0
4986,97,102876,12,8573,,withdrawal,1400.0,13662.2,86400.0
4986,97,102876,12,8573,,withdrawal,3.0,13659.2,345600.0
4986,97,102876,12,8573,,withdrawal,15.0,13644.2,172800.0
4986,97,102876,12,8573,,withdrawal,1436.0,12208.2,259200.0
4986,97,102876,12,8573,,credit,17928.0,30136.2,1209600.0
4986,97,102876,12,8573,,withdrawal,2411.0,27725.2,345600.0
4986,97,102876,12,8573,,withdrawal,14.6,27806.9,1468800.0
4986,97,102876,12,8573,,withdrawal,4700.0,23106.9,0.0
4986,97,102876,12,8573,,credit,96.2,27821.5,1468800.0
