average_withdrawn,balance_std,balance_mean,date_diff,amount_loan,duration,disp,status
15544.780701754386,24032.45206753935,66326.38253968254,37,675674.7009703421,48,0,0
5724.062068965517,19642.04951666245,56670.75567010309,24,417279.7592826766,24,0,0
3068.168750000001,7209.296747868615,33161.13274336283,22,412335.86344776326,24,0,0
3660.288461538459,11543.99163810812,47027.427697841726,34,813941.1103352665,24,0,0
5463.959712230212,10552.953626295037,42345.81972477064,38,807116.6739428616,48,0,0
3947.0040816326546,7776.3224582561,25922.575903614455,16,165918.8957936361,12,0,0
3574.4461538461537,8599.736712422611,29628.49677419355,7,87003.1634454383,12,0,1
4903.170700636939,9601.899311696217,31626.91024590164,42,521770.6881453866,48,0,0
1177.2620689655168,3492.036460908117,16507.092857142856,15,142845.29902989932,12,0,0
1291.92,8504.370938343849,22692.07,5,28416.640616561508,12,0,1
2475.788359788358,6748.039994984215,25858.64912891986,45,556315.6112528144,48,0,0
12913.485714285714,29340.883797765036,60193.208823529414,12,18137.294735992095,12,0,1
762.0426035502965,3220.461412220276,18652.695038167938,46,561741.5218314597,48,0,0
1075.0400000000002,5366.962206440388,11947.277777777777,6,7280.120189382003,12,0,1
4150.434972677594,14238.01978119046,37928.29224489796,30,283567.58047551115,24,0,0
3382.644444444444,8680.144494861055,26357.84,6,53985.30606166734,12,0,1
9359.388461538458,15500.59076247024,55405.901041666664,21,512499.1098512499,24,0,0
6712.031481481487,24155.915917688933,71398.13619047619,47,1085056.304689621,48,0,0
8207.915384615382,22402.338791686434,50698.46559139785,18,106088.18414444967,12,0,1
3069.9413333333314,9672.14538955458,36460.52278481013,36,616184.3522052348,24,0,0
6073.876190476191,11598.90952854927,40309.94358974359,8,136896.9962611604,12,0,1
5009.422222222221,17507.662585314632,35251.055625,39,9193.487720458703,48,0,1
748.3270440251576,3387.2702342841594,18681.909836065573,45,535831.6215373764,48,0,0
5340.489411764704,10580.656614879377,39898.512500000004,25,468429.9817560312,24,0,0
1579.0229166666668,7223.312160056592,28546.063508771927,38,535778.6891690323,48,0,0
5178.669841269841,10140.361648142974,46850.860185185185,22,584543.0115557832,24,0,0
1937.094666666667,6885.303636494309,22356.425925925927,46,394947.6580351162,48,0,0
2690.709352517985,7320.194197030068,29434.904149377595,46,680547.7247446032,48,0,0
9011.727272727274,13746.307790333356,42523.16904761905,9,135274.98120257104,12,0,1
1454.5421487603317,4895.706659018497,21593.01683168317,40,472064.140545847,48,0,0
5968.798765432095,9340.14165726652,38212.81606425702,43,839898.9082381312,48,0,0
11389.074626865671,27662.00141062701,56940.77213114754,18,29101.847578083354,12,0,1
1617.1228346456705,3555.0819382753443,17167.639719626168,46,462643.88878147205,48,0,0
1179.8307692307699,3437.9294696235934,15854.336419753086,35,314246.71181770647,24,0,0
2058.8813008130096,11798.941449519582,36646.81791044776,47,613299.945536204,48,0,0
3603.1818181818194,8878.826908605844,24343.662886597936,18,118548.16324895245,12,0,1
2022.6423076923093,9269.04530407487,33567.46682926829,43,646263.1775080976,48,0,0
1973.0888888888887,7408.551462034873,22651.05238095238,7,54837.64619817844,12,0,1
9552.7,19808.962874565303,45519.357894736844,5,29507.160728031195,12,0,1
8236.394594594594,19742.64411926729,49978.15689655173,10,104928.68658017149,12,0,1
1420.9058823529424,3491.547695038886,21484.40311111111,47,681561.462888567,48,0,0
2693.9555555555553,7657.923490136637,30562.95172413793,12,182965.25692637585,12,0,1
2082.042592592594,5075.990956383365,22261.838095238098,40,484394.2472988547,48,0,0
675.1220512820516,3532.2400912885223,17008.541304347826,42,417650.5671143728,48,0,0
805.0533333333332,13803.743657285393,35831.44905660377,21,172703.19658269268,24,0,1
1494.6850000000009,5321.983700417246,19456.575675675675,40,352504.33099364734,48,0,0
2147.0181818181813,7387.797104312478,23612.341463414636,8,70693.97803831744,12,0,1
4365.323076923074,8550.472903088936,30057.523222748812,39,505306.5192462667,48,0,0
3701.4314814814798,10222.057810147748,39375.437426900586,30,567939.6541981527,24,0,0
2077.354838709677,7163.367209316989,26712.06865671642,14,173394.67933315417,12,0,0
6984.558333333331,14804.402618663644,48677.07304347827,21,400433.62392917054,24,0,0
2805.790804597699,11307.481955883108,39024.82045454545,40,656394.2617111694,48,0,0
1143.2679611650492,4370.418905395795,19214.646951219514,30,314214.27421283774,24,0,0
1830.8708333333345,5824.198387388325,25309.073988439304,40,546427.0885465062,48,0,0
1528.051851851852,4922.310404775033,25456.21985815603,47,733745.1552844803,48,0,0
1756.9503267973864,4216.504783247998,27570.001249999998,43,822890.6423906721,48,0,0
949.3920000000006,3230.6454166850895,17230.450952380954,44,473843.04523647414,48,0,0
4139.282926829269,9547.910407714577,42023.67123287671,15,343917.75626171334,12,0,0
8081.022222222224,15819.397395065462,43112.51304347826,6,68842.30952008403,12,0,1
1642.4222222222224,8839.953533076774,22870.350000000002,6,31142.657603078726,12,0,1
6247.642105263154,13182.950620958742,46176.777872340426,40,792435.0652169178,48,0,0
8137.859130434783,20359.722354444966,41222.85743589744,37,18626.270899277653,48,0,1
3628.9199999999996,12103.701138889173,34781.504166666666,6,63444.611333329914,12,0,1
3632.286092715229,8806.598555637953,31872.803524229075,37,527605.4372792672,48,0,0
9521.533333333335,13917.984824199264,44791.745,10,169557.75351601475,12,0,1
11328.809523809523,25906.221543718493,63391.79105058366,41,474753.26648901374,48,0,0
1431.1360655737715,3322.893434188958,16542.044019138757,45,445331.57178423787,48,0,0
5320.472727272723,16186.105011449315,48675.5828125,45,733651.7755320615,48,0,0
3190.5105691056906,8896.165252278783,33023.562352941175,22,335087.10066443944,24,0,0
1895.9909774436103,6062.989959414117,24884.81428571429,48,612424.0496105306,48,0,0
1302.52,11331.421723174064,27604.62105263158,5,24708.888031417264,12,0,1
2308.6920930232545,11263.21517962577,40249.13491525424,38,673462.7731281026,48,0,0
7241.629729729725,12987.701411205955,39623.01694214876,46,627790.2495078951,48,0,0
1163.8885245901647,4782.713128648571,21570.345641025644,38,456186.93658168305,48,0,0
3218.5449275362334,13098.705058553542,46073.0251908397,30,596268.4522119784,24,0,0
4946.772413793102,8964.556721165187,33277.119148936166,26,399048.1483717506,24,0,0
932.11,3490.2282669821225,13945.725641025641,11,76617.96017767536,12,0,1
1832.2259259259267,8098.454746475939,28376.76788990826,21,255777.02633608403,24,0,0
1245.5058252427193,5598.4446422154415,25506.685667752445,41,586701.651716184,48,0,0
3251.6111111111118,9736.127173677565,35903.4625,9,147880.87337380383,12,0,1
7228.764705882355,11277.12201216881,37269.064864864864,9,132433.3875647452,12,0,1
12907.336787564767,22739.6600738026,56432.361855670104,48,525746.0019871155,48,0,0
6999.54074074074,15140.258905370805,51945.379310344826,16,346637.78399365145,12,0,0
1388.1841269841277,4815.8463752231,27568.786021505377,32,573986.9846738937,24,0,0
3635.873529411766,6452.705823445479,27629.51111111111,23,338654.28767706355,24,0,0
4718.974074074075,11007.244777319633,47819.06046511628,16,412873.1345676322,12,0,0
1670.8062015503888,4488.837257692364,18341.492523364486,45,421371.8103590891,48,0,0
11461.136111111118,20808.098054568978,58906.87754237288,46,795371.3459288065,48,0,0
1637.5444444444452,7594.493774315421,26306.306249999998,41,455810.0667561354,48,0,0
13204.199999999997,20726.30164022718,52453.60336134454,21,231021.00169869384,24,0,1
5195.863095238092,12514.37855653523,39441.936144578314,39,562113.9822288064,48,0,0
4706.322222222223,12598.281781616766,38719.26379310345,10,135227.00229869917,12,0,1
942.9481481481479,3327.4823965956916,16068.384536082474,21,197681.81460071294,24,0,0
1785.345312500001,4888.091855055647,17743.160869565218,42,334613.0406970648,48,0,0
793.1276595744683,4579.744194062612,21841.86,39,494612.49286311626,48,0,0
735.0743362831861,2616.961807382503,13858.036363636364,33,284595.7207127548,24,0,0
1057.720689655173,2915.4086972796804,16516.865284974094,41,438127.9635070041,48,0,0
7510.119047619048,28371.216766289206,58808.66200527704,46,95046.50974413677,48,0,1
20533.333333333332,17682.295484684455,37614.553846153845,4,8999.851507139741,12,0,1
11793.455223880597,26354.428055616772,56138.35829787234,38,130321.08309227432,48,0,1
815.5050847457634,10512.265093129492,33464.21869688386,47,584665.359999369,48,0,0
10569.847058823527,14419.177377394022,42679.50106382979,21,290664.07248987665,24,0,0
2609.3999999999996,11264.197757521873,37467.9487804878,8,119516.42612355243,12,0,1
9836.17857142857,16601.35708795107,49458.56181818181,13,211326.01934963575,12,0,1
7117.425531914893,13968.155387624653,57390.21511627907,19,559624.1824795655,24,0,0
1507.5157894736851,5529.0979198924015,24529.29203539823,38,511901.6554333102,48,0,0
3159.333333333334,7907.334131825419,30355.368571428568,14,203569.8043088882,12,0,0
1858.295238095238,8804.447150451982,31117.089795918364,10,135081.954950144,12,0,1
1871.5333333333335,8533.668869643649,20501.331578947367,5,17169.96919830035,12,0,1
13840.201626016265,25612.67879100854,72188.19788359788,32,670810.8896505856,24,0,0
1522.9520000000002,4463.564587400614,18686.59425287356,20,195189.30156144666,24,0,0
3100.0,9236.648056685764,20383.584615384614,4,7641.154008052341,12,0,1
7116.347945205476,13210.887295062346,51973.65416666667,23,587693.2302604654,24,0,0
1521.5333333333335,10289.212249121529,20651.114285714284,4,290.75914988490695,12,0,1
2990.9849246231156,8394.478580011582,30852.824496644294,42,590682.4281380875,48,0,0
5880.108333333329,10275.614147017162,37503.20528634361,40,678079.0796923714,48,0,0
708.4571428571427,4739.22533721354,17094.575471698114,12,91393.4975672524,12,0,1
7474.789473684212,16715.31518744915,51307.38684210526,8,143014.0517376557,12,0,1
703.2962962962966,3202.199333219105,17819.2975708502,45,513670.4506985396,48,0,0
2909.612264150941,7490.410359786308,29698.114195583596,47,691712.793372516,48,0,0
1396.7636363636364,7173.732663096393,22291.537500000002,8,63552.577390457736,12,0,1
7644.359183673468,14097.231891562813,58677.7076923077,20,609664.8781836415,24,0,0
9155.857142857145,14374.270631022993,45679.7243902439,9,152380.64815378122,12,0,1
1148.1986013986022,3463.935701308581,19607.471296296295,38,481824.79595980706,48,0,0
1249.6647887323948,4560.415067874057,21710.99090909091,21,264393.37624019873,24,0,0
4076.139726027395,9601.172970813179,41146.55534883721,34,746103.119845169,24,0,0
1708.1799999999996,4184.628706122086,18903.53111111111,10,105342.73698866938,12,0,1
15746.187301587312,26690.59659587585,69824.45238095238,45,739946.6635140307,48,0,0
1686.2586666666678,5830.238008127684,26424.146551724138,42,620074.1624896883,48,0,0
976.5615384615384,4274.516466681726,15734.537735849057,15,107782.57203728406,12,0,0
1721.8666666666668,9236.718327914758,27663.406896551725,7,64329.791685055476,12,0,1
2155.079389312977,5283.933998361019,20299.884913793103,43,418476.7274340558,48,0,0
4564.293333333334,9520.690850419913,33989.37321428571,12,179375.89816135063,12,0,1
854.5333333333334,5324.89925839417,12659.226315789474,5,10047.138995005671,12,0,1
1684.591666666668,6830.275295265035,24452.75358649789,46,496441.33781451965,48,0,0
2074.5805555555567,7488.125605832168,28234.005517241378,27,357959.3662505801,24,0,0
1543.1196261682253,5531.997329281152,23688.370949720673,38,479726.299064018,48,0,0
4894.749700598799,8870.149695527205,36575.509125475284,47,885254.8575177811,48,0,0
3481.056716417908,10329.778586198328,42485.98634812287,43,938536.4545562271,48,0,0
2264.738888888889,5739.247226611539,25246.06119402985,15,206513.5011121016,12,0,0
1234.0086956521739,6361.576595756765,28036.815384615384,11,168450.2841241204,12,0,1
3955.2030150753735,15784.71643176501,48767.3275261324,43,739509.4704919024,48,0,0
1710.848,4878.524257030434,21676.524444444443,11,131114.23523421935,12,0,1
6387.9000000000015,10952.299981206954,38019.61857142857,14,225610.26052620524,12,0,1
1725.2642857142855,4929.359420729794,17391.12372881356,13,97921.26353560164,12,0,1
1278.5559748427681,5071.470792096455,23232.866525423728,38,497417.1477667711,48,0,0
1324.4930693069314,5508.175887484178,19661.733333333334,32,276652.2098676793,24,0,0
4662.887407407405,11566.379484795763,36226.47289719626,37,484467.4153213752,48,0,0
5540.4112994350235,13922.950170715054,43195.55418181818,48,736783.3843386276,48,0,0
9467.975000000002,11618.7299435429,43454.850000000006,13,262826.0714678847,12,0,0
1280.936470588236,4865.236072890031,20739.912328767125,30,330283.20548961184,24,0,0
1391.121568627451,6605.71081415136,34164.832500000004,16,335254.57394715655,12,0,0
3343.1416058394143,7039.118515164484,34595.92293577982,38,779672.0644071323,48,0,0
4219.433333333333,9099.622410905413,29271.528813559322,11,121795.12390923346,12,0,1
5755.136363636365,14214.670302354127,48452.43095238096,9,180207.81312905432,12,0,1
653.5000000000001,4069.032754288601,15107.221212121212,9,62722.40133189609,12,0,1
595.3909547738697,5791.728666687644,18004.428723404257,37,237575.9414310718,48,0,0
1895.9285714285725,4164.649520461143,18168.68514851485,25,245984.65268981413,24,0,0
10889.523076923078,16780.771438070395,51539.625,7,125846.57486701448,12,0,1
5430.479620853079,13036.167500875134,57969.27409836066,46,1467259.1984440782,48,0,0
2062.5801724137914,6684.576911330152,27957.825294117647,45,656490.2162155805,48,0,0
11126.923999999999,24626.414013048343,58617.226285714285,32,299660.7443077632,24,0,1
3507.423115577887,10174.514784546214,24871.773381294963,37,167341.52105149376,48,0,0
1558.1839357429712,6682.8651985785355,19773.37976878613,42,269121.27360842045,48,0,0
623.7625899280578,3617.748972591934,20723.094607843137,34,458578.2865304151,24,0,0
6169.231578947368,14225.268501401806,38966.907608695656,15,157745.55908838066,12,0,1
3731.7846153846153,10556.409666077889,29418.296296296296,6,49832.86178484311,12,0,1
8522.199999999999,16931.21064572391,45461.48884120172,48,556755.2423881871,48,0,0
1441.6857142857145,9845.597324750059,23721.827272727274,6,24183.79573936294,12,0,1
7413.402702702699,13942.704307042415,41657.9294117647,22,302995.45754895714,24,0,0
943.79,4995.433424724047,19352.83846153846,7,65533.801284632566,12,0,1
3162.585964912279,6662.516106698471,30511.16225490196,42,721817.4617432107,48,0,0
654.5874396135271,3961.6186037234343,22800.574496644294,45,669480.1780138841,48,0,0
3576.39411764706,7486.416929981246,24803.491666666665,22,216274.47174749183,24,0,0
1802.9099999999999,5345.1528753714065,22570.196062992127,40,475195.61248997255,48,0,0
14828.082926829265,28269.4585842302,74580.34933333333,10,180414.32164872932,12,0,1
2322.6989247311844,11275.363174837283,33603.97079646018,37,408970.0445310676,48,0,0
5649.099999999999,14932.829290951944,33818.22777777778,5,19762.84597936945,12,0,1
6711.188505747124,13798.132400727445,46728.09259259259,23,440032.03919616714,24,0,0
5394.1102040816295,12046.813419494367,47704.42361111111,46,1086096.6515176294,48,0,0
3840.349305555554,11419.658911795164,53794.604999999996,46,1423943.2101148446,48,0,0
10139.149593495935,19628.00258794717,46454.94851485149,38,273559.8468803717,48,0,0
4240.829999999996,8464.413344875424,36514.26167400881,42,822588.2693388346,48,0,0
3165.0233009708713,8826.375267922404,28085.37293729373,48,500765.8752695483,48,0,0
1510.743103448277,11137.858842330632,33417.28724489796,41,456804.3519697046,48,0,0
7728.336470588232,17841.544874720097,50670.3140625,20,299744.48626119614,24,0,0
3624.884415584413,8921.577232747966,37409.01791666667,41,802200.4014980003,48,0,0
4404.92,9485.321627296615,30181.825,6,67267.09047244063,12,0,1
5298.522093023252,10049.490984202926,41460.04386617101,47,1003969.9091949622,48,0,0
6389.492857142859,15718.574099085616,40768.32037037037,11,102642.89389419052,12,0,1
1911.9333333333334,5152.276434326315,13719.5,5,17074.735656736848,12,0,1
6642.8344827586225,10919.894370948397,33758.36603773585,11,131104.35025422956,12,0,1
4062.814906832295,8224.330342912395,32179.430268199238,46,723615.4007892245,48,0,0
6814.316666666666,12346.353728804306,45467.53170731707,16,332397.1879953354,12,0,0
2012.4625000000015,5339.605159196461,26700.904864864868,38,608824.392765934,48,0,0
3859.7155555555573,8171.135895455417,29952.3,16,217760.45134542664,12,0,0
9986.783783783783,13815.625512340932,46967.82846153846,28,541424.1682319847,24,0,0
922.8274193548394,2892.777225539392,17685.169668246446,45,535482.6847725448,48,0,0
1442.5867256637164,5079.817824941706,24744.28495575221,46,670893.8680699647,48,0,0
6374.3457943925205,13744.04186651861,47641.42994011976,29,584447.0400053936,24,0,0
1872.5546099290793,6650.437146785662,26055.560775862068,46,586715.5781853743,48,0,0
5506.176923076923,10006.273155373143,38815.75,16,300851.25902805943,12,0,0
2655.3672131147537,6399.668679956159,26903.753301886794,43,606489.8855049025,48,0,0
1668.9433070866155,5548.44669413107,21261.994036697248,48,487924.8311248851,48,0,0
2841.52,12081.293795200738,27116.929411764704,4,11817.367285452914,12,0,1
4649.694736842102,16312.521898435383,64921.975203252034,37,1194986.462036107,48,0,0
5988.454545454545,18103.40218938069,39053.17878787879,8,22770.995272939268,12,0,1
9357.72131147541,23151.30455633151,63656.73706563707,37,642102.7342600399,48,0,0
611.8099502487566,3367.0439387265287,21073.5352739726,47,673954.0276364185,48,0,0
2527.376470588235,7387.699104168435,26158.054285714286,7,79678.59254164192,12,0,1
4932.920731707317,9264.288830798494,33230.3804,41,602773.9122745235,48,0,0
6271.742857142854,14872.393777706226,50648.068379446646,43,898841.0754334704,48,0,0
10550.0,17919.61535062153,36079.53846153846,4,961.2310411815997,12,0,1
1141.693023255814,4717.811025301907,18871.95939849624,25,235908.43369731068,24,0,0
1657.58,5685.6075304772,16780.280952380952,7,37863.46123998586,12,0,1
8148.626315789474,22613.397517313446,52043.38208955224,13,88615.63171402949,12,0,1
3155.157894736843,7959.29697498227,28086.731775700933,20,243362.7565147279,24,0,0
4380.6892857142875,7805.241074391531,26066.225,20,209114.85702433874,24,0,0
14625.20609756099,26565.740484652928,64930.48301158302,48,566352.0980293038,48,0,0
5101.901754385965,9677.722601267193,41011.786458333336,18,389814.1426043811,12,0,0
2015.066666666668,4569.091186051936,19621.405369127515,32,335463.13590475655,24,0,0
1538.4714285714297,6504.95408383381,33607.26511627907,47,968075.7765847382,48,0,0
5956.189705882349,9766.97995338396,40305.979245283015,38,789336.7348635737,48,0,0
6785.584848484847,13382.349871134533,53359.422429906546,20,531894.4537527496,24,0,0
5063.5021897810175,7178.203264160125,28408.288188976378,47,660438.438050838,48,0,0
2711.1049382716037,8873.916536482724,27300.937698412698,39,372571.0803924427,48,0,0
7367.875000000001,14631.601647642183,52958.07727272727,9,213253.86579698615,12,0,1
1744.2107142857144,5105.896733014953,24960.45591836735,33,486705.8609271356,24,0,0
1808.1262135922336,6655.253163891336,26707.459310344828,19,254542.10666868096,24,0,0
1117.728205128205,5193.283651100604,22204.867142857143,13,153637.89792852715,12,0,0
3033.368461538459,9675.08762884325,41773.9595505618,47,1053917.861765139,48,0,0
7430.141304347822,13740.465184898449,44800.171710526316,29,502257.9988811531,24,0,0
1031.4959999999999,3212.809560728149,14348.972916666666,14,110926.95313294516,12,0,0
1375.3,6537.0378497691545,25135.26875,8,96489.54440369352,12,0,1
1654.1696969696975,6170.688660627233,27000.653038674034,23,337163.3415006501,24,0,0
2543.3043478260865,8729.808938202776,30920.14561403509,13,174986.86058918398,12,0,1
4619.465432098762,8791.799798152879,32027.655378486055,44,635538.4544159331,48,0,0
1015.7555555555552,2929.196874048706,14949.679999999998,19,172734.43878614917,24,0,0
6601.700000000002,16817.346887258384,50375.206896551725,7,117183.5918542447,12,0,1
2274.2254901960796,5824.212558442836,32519.41229946524,39,813968.5001206031,48,0,0
6407.949450549447,11378.479242807562,50247.859748427676,33,907199.7416728142,24,0,0
7516.714553990616,23593.505465910945,50694.7,46,161353.69713619296,48,0,1
2052.90612244898,5026.888132555726,22750.044615384613,46,584028.3441125654,48,0,0
6006.650602409634,12236.706299280566,54757.712890625,45,1362793.513142874,48,0,0
7340.599999999995,19657.772354273122,58191.897752808996,37,698425.0626377219,48,0,0
16580.68780487805,34983.044589712605,76809.75972222222,8,54749.364342376124,12,0,1
5162.92,18352.142389988872,39340.76470588235,4,10545.91970361842,12,0,1
1069.7851239669428,4221.419731186797,22909.56844660194,45,651002.8042902756,48,0,0
4034.585714285714,14118.731481796773,39567.97857142857,5,56652.57803917512,12,0,1
2073.6499999999996,8683.81219123538,23484.291304347826,6,36700.001531262395,12,0,1
19078.65,30218.496632375827,62986.25,1,2549.2567352483456,12,0,1
4859.65,9157.8583803674,31921.5725,9,122452.7016533868,12,0,1
1515.7709090909093,3211.062635151431,14803.653921568626,23,192775.15897911257,24,0,0
2212.918181818182,7448.102668721627,26080.559999999998,10,111843.54662556743,12,0,1
7158.616541353379,14243.148117949995,47338.893427230054,39,735251.2904618725,48,0,0
1452.6574468085114,4844.483892550876,22689.015172413794,28,364001.32684473717,24,0,0
2062.6707964601783,5776.173017381461,25921.58162162162,38,546030.9523006305,48,0,0
1278.3956521739135,4194.058671681496,18961.781656804735,38,401799.24391078623,48,0,0
13352.67352941176,26414.4242450788,71650.91965811966,15,282331.0675194309,12,0,1
3016.3200000000006,9424.560167660917,31189.395588235293,12,148083.30303496151,12,0,1
3993.266086956519,12568.668840347013,48714.19191919192,41,966651.0237784138,48,0,0
5498.706666666663,10144.5218275655,35825.061290322585,32,497152.56432613067,24,0,0
6582.92,15975.318523410158,33841.97647058823,5,9456.697118839584,12,0,1
953.5199999999998,3674.9642214636174,15869.678125,16,136315.99491316424,12,0,0
2290.7146666666677,7044.6162573154625,19330.47272727273,20,104824.80425283607,24,0,1
4011.970731707315,11204.15426071264,38132.5127753304,31,487450.3318710587,24,0,0
1500.8710526315797,3725.3552518026036,14926.840287769784,31,231760.0233091019,24,0,0
3070.293203883495,13932.209265536218,30561.054935622316,39,105168.81977744537,48,0,1
3837.736936936935,9828.539265535732,36737.05639344262,41,700279.0923572173,48,0,0
1549.19120879121,3679.9489946669196,18041.276785714286,38,405892.394262457,48,0,0
837.8666666666671,3977.3290229234904,19371.079574468087,32,365325.48891587544,24,0,0
3658.5107438016507,7275.385271245285,33736.40858585859,37,709868.6076046167,48,0,0
1322.5400000000009,5760.675111027449,24775.305699481865,31,410872.61980023596,24,0,0
2936.2823529411785,10685.832642355535,23887.99312169312,44,110718.42482721024,48,0,1
1438.8541353383469,4432.35966806246,21788.94380952381,40,516968.9789359557,48,0,0
2561.4857142857154,13587.347293118797,29550.21260504202,19,45134.84235728408,24,0,1
1635.5238095238096,10914.781658395263,25605.51451612903,11,41535.46319272356,12,0,1
4473.295319148934,13769.59667097481,36674.64813664596,44,401960.0109666391,48,0,0
1012.0559999999998,3276.2320474774733,14143.745833333334,13,98686.66259891904,12,0,0
2817.0923076923073,8979.72685511211,25699.562962962962,6,46440.655516432445,12,0,1
1678.7213333333343,5234.839968428934,22014.55967078189,46,531064.467760505,48,0,0
3295.1319148936177,7290.815756874216,34396.23604651163,16,317033.6725242111,12,0,0
2940.251162790697,10433.969449420418,32601.800000000003,46,539757.6106533217,48,0,0
3148.0724409448803,6003.843592743145,26800.621559633026,41,606510.3093400162,48,0,0
1759.1619047619045,7434.949954347876,28179.07727272727,13,173019.30573240973,12,0,1
832.3,6603.192490551272,17513.38181818182,6,25841.981022475655,12,0,1
5276.493877551022,9466.830974949817,34432.29680851064,21,325471.33203083114,24,0,0
400.0,8974.585351733838,18034.2,3,255.08788959697267,12,0,1
3832.3112359550537,8850.431751622877,41155.92682926829,33,774017.0897587438,24,0,0
12461.015714285722,23973.04694606086,55010.20580357143,41,289628.5883694382,48,0,0
2420.372519083969,6644.873600593081,23264.550246305418,32,319193.69744381617,24,0,0
2005.6848484848495,7527.598957098026,24283.200436681225,48,442944.1210792883,48,0,0
3564.587368421052,8411.028078065763,29687.739735099338,27,347373.4566321309,24,0,0
3703.3428571428567,7644.83573877135,24667.770967741937,7,65646.69643139465,12,0,1
1554.7183098591556,3078.0733082765632,14735.406153846154,29,248798.52658149778,24,0,0
1822.7666666666667,6351.428279634828,17737.336842105262,5,25172.401414178028,12,0,1
2681.7200000000007,9953.456022243574,25680.15858585859,21,121238.17736880027,24,0,1
1685.6017241379302,6068.151582984781,27564.94702380952,46,709717.617460638,48,0,0
5378.2947368421055,10382.127761682696,37208.10975609756,10,164438.54232732172,12,0,1
5902.085714285714,14950.562706801373,35570.5,5,28346.872931986272,12,0,1
968.6542372881352,3858.6828128602037,16225.768181818183,25,212710.06390244438,24,0,0
6355.169696969694,15137.190042084865,55399.835,27,678387.2827274173,24,0,0
5602.847058823526,12323.798928529452,38390.33571428571,37,508481.30071739195,48,0,0
1040.9338983050854,4053.3070183184677,17999.50049751244,41,405608.3448958956,48,0,0
2233.818181818182,5037.992210822387,18190.3640625,14,113601.31497197316,12,0,0
4709.618181818181,13059.815831342168,40570.73703703703,6,86706.63224611618,12,0,1
3289.282105263157,6465.294383830161,33481.43976608187,37,760381.4869415973,48,0,0
1005.9359999999998,3583.780253817979,17995.303296703296,22,238210.34135948145,24,0,0
1451.2178571428574,4037.363866669442,19842.729473684212,21,247128.0365472519,24,0,0
537.1312977099235,3329.7434700258245,17589.11947368421,32,349748.241076242,24,0,0
10108.51232876712,17527.78045502659,62666.11755725191,29,800706.1427687632,24,0,0
6866.666666666667,15618.540906325537,32960.13846153846,4,6892.226595549539,12,0,1
739.0000000000001,4559.247546574374,14333.636111111111,8,41721.12814369891,12,0,1
