loan_id,account_id,amount_loan,duration,payments,status,trans_id,date_y,type,amount_y,balance,date_diff
4961,19,30276,12,2523,-1,4530,797212800,credit,1000.0,1000.0,
4961,19,30276,12,2523,-1,4534,797472000,credit,15139.0,16139.0,259200.0
4961,19,30276,12,2523,-1,3681168,799200000,credit,47.1,16233.1,1728000.0
4961,19,30276,12,2523,-1,3445002,799200000,credit,47.1,16186.1,0.0
4961,19,30276,12,2523,-1,4810,799804800,credit,4400.0,20633.1,604800.0
4961,19,30276,12,2523,-1,4535,800064000,credit,15139.0,35772.1,259200.0
4961,19,30276,12,2523,-1,3681169,801878400,credit,125.2,35897.4,1814400.0
4961,19,30276,12,2523,-1,3445003,801878400,credit,125.2,36022.5,0.0
4961,19,30276,12,2523,-1,4811,802396800,withdrawal,2900.0,33122.5,
4961,19,30276,12,2523,-1,4536,802742400,credit,22708.0,55830.5,864000.0
4961,19,30276,12,2523,-1,3681170,804470400,credit,207.2,56037.7,1728000.0
4961,19,30276,12,2523,-1,3445004,804470400,credit,207.0,56244.7,0.0
4961,19,30276,12,2523,-1,4812,804988800,withdrawal,13700.0,42544.7,2592000.0
4961,19,30276,12,2523,-1,4537,805334400,credit,15139.0,57683.7,864000.0
4961,19,30276,12,2523,-1,3681171,807148800,credit,237.1,57920.7,1814400.0
4961,19,30276,12,2523,-1,3445005,807148800,credit,236.8,58157.5,0.0
4961,19,30276,12,2523,-1,4813,807580800,withdrawal,15200.0,42957.5,2592000.0
4961,19,30276,12,2523,-1,4586,807926400,withdrawal,2800.0,40157.5,345600.0
4961,19,30276,12,2523,-1,4538,808012800,credit,15139.0,55296.5,864000.0
4961,19,30276,12,2523,-1,4685,809136000,withdrawal in cash,11765.0,43531.5,
4961,19,30276,12,2523,-1,3681172,809827200,credit,214.7,43746.2,1814400.0
4961,19,30276,12,2523,-1,3445006,809827200,credit,214.4,43960.6,0.0
4961,19,30276,12,2523,-1,4770,809827200,withdrawal,14.6,43946.0,1900800.0
4961,19,30276,12,2523,-1,4814,810172800,withdrawal,8000.0,35946.0,345600.0
4961,19,30276,12,2523,-1,4688,810345600,withdrawal in cash,16543.0,19403.0,1209600.0
4961,19,30276,12,2523,-1,4539,810691200,credit,15139.0,34542.0,864000.0
4961,19,30276,12,2523,-1,4635,810950400,withdrawal,15000.0,19542.0,777600.0
4961,19,30276,12,2523,-1,4587,811814400,withdrawal,2800.0,16742.0,864000.0
4961,19,30276,12,2523,-1,3681173,812419200,credit,98.0,16937.9,1728000.0
4961,19,30276,12,2523,-1,3445007,812419200,credit,98.0,16839.9,0.0
4961,19,30276,12,2523,-1,4771,812419200,withdrawal,14.6,16923.3,604800.0
4961,19,30276,12,2523,-1,4815,812764800,credit,4200.0,21123.3,345600.0
4961,19,30276,12,2523,-1,4540,813283200,credit,15139.0,36262.3,518400.0
4961,19,30276,12,2523,-1,4636,813283200,withdrawal,13200.0,20062.3,864000.0
4961,19,30276,12,2523,-1,4588,813283200,withdrawal,3000.0,33262.3,0.0
4961,19,30276,12,2523,-1,3681174,815097600,credit,121.7,20268.3,1814400.0
4961,19,30276,12,2523,-1,3445008,815097600,credit,84.3,20146.7,0.0
4961,19,30276,12,2523,-1,4772,815097600,withdrawal,14.6,20253.7,1814400.0
4961,19,30276,12,2523,-1,4816,815356800,credit,6500.0,26753.7,259200.0
4961,19,30276,12,2523,-1,4637,815529600,withdrawal,16800.0,9953.7,432000.0
4961,19,30276,12,2523,-1,4541,815961600,credit,15139.0,25092.7,604800.0
4961,19,30276,12,2523,-1,4589,816134400,withdrawal,2100.0,22992.7,604800.0
4961,19,30276,12,2523,-1,4590,817603200,withdrawal,2700.0,20292.7,1468800.0
4961,19,30276,12,2523,-1,4638,817603200,withdrawal,16700.0,3592.7,0.0
4961,19,30276,12,2523,-1,3681175,817689600,credit,76.1,3745.1,1728000.0
4961,19,30276,12,2523,-1,3445009,817689600,credit,76.3,3669.1,0.0
4961,19,30276,12,2523,-1,4773,817689600,withdrawal,14.6,3730.5,86400.0
4961,19,30276,12,2523,-1,4817,817948800,credit,2600.0,6330.5,259200.0
4961,19,30276,12,2523,-1,4542,818553600,credit,22708.0,29038.5,604800.0
4961,19,30276,12,2523,-1,4713,819331200,withdrawal,2700.0,26338.5,1641600.0
4961,19,30276,12,2523,-1,3681176,820368000,credit,80.8,26419.3,1814400.0
4961,19,30276,12,2523,-1,3445010,820368000,credit,80.7,26500.0,0.0
4961,19,30276,12,2523,-1,4774,820368000,withdrawal,14.6,26485.4,1036800.0
4961,19,30276,12,2523,-1,4591,820368000,withdrawal,1600.0,24885.4,0.0
4961,19,30276,12,2523,-1,4818,820540800,credit,1000.0,25885.4,172800.0
4961,19,30276,12,2523,-1,4543,821232000,credit,15139.0,41024.4,691200.0
4961,19,30276,12,2523,-1,4725,821232000,withdrawal,4800.0,36224.4,864000.0
4961,19,30276,12,2523,-1,4723,821404800,withdrawal,2100.0,34124.4,172800.0
4961,19,30276,12,2523,-1,4639,821664000,withdrawal,16300.0,17824.4,259200.0
4961,19,30276,12,2523,-1,4640,822960000,withdrawal,14200.0,3624.4,1296000.0
4961,19,30276,12,2523,-1,3681177,823046400,credit,86.8,3796.7,1814400.0
4961,19,30276,12,2523,-1,3445011,823046400,credit,85.5,3709.9,0.0
4961,19,30276,12,2523,-1,4775,823046400,withdrawal,14.6,3782.1,86400.0
4961,19,30276,12,2523,-1,4819,823132800,credit,2500.0,6282.1,86400.0
4961,19,30276,12,2523,-1,4592,823910400,withdrawal,1800.0,19621.1,864000.0
4961,19,30276,12,2523,-1,4544,823910400,credit,15139.0,21421.1,777600.0
4961,19,30276,12,2523,-1,3681178,825552000,credit,55.9,19737.8,1641600.0
4961,19,30276,12,2523,-1,3445012,825552000,credit,60.9,19681.9,0.0
4961,19,30276,12,2523,-1,4776,825552000,withdrawal,14.6,19723.2,1641600.0
4961,19,30276,12,2523,-1,4820,825724800,credit,2600.0,22323.2,172800.0
4961,19,30276,12,2523,-1,4593,826156800,withdrawal,2300.0,20023.2,604800.0
4961,19,30276,12,2523,-1,4545,826416000,credit,15139.0,35162.2,691200.0
4961,19,30276,12,2523,-1,4641,826934400,withdrawal,17000.0,18162.2,777600.0
4961,19,30276,12,2523,-1,4594,827625600,withdrawal,2000.0,16162.2,691200.0
4961,19,30276,12,2523,-1,3681179,828230400,credit,83.6,16329.6,1814400.0
4961,19,30276,12,2523,-1,3445013,828230400,credit,83.8,16245.9,0.0
4961,19,30276,12,2523,-1,4777,828230400,withdrawal,14.6,16315.0,604800.0
4961,19,30276,12,2523,-1,4821,828316800,credit,2600.0,18915.0,86400.0
4961,19,30276,12,2523,-1,4642,828748800,withdrawal,18200.0,715.0,518400.0
4961,19,30276,12,2523,-1,4546,829094400,credit,15139.0,15854.0,777600.0
4973,67,165960,24,6915,1,19809,782524800,credit,700.0,700.0,
4973,67,165960,24,6915,1,19820,783993600,credit,41490.0,42190.0,1468800.0
4973,67,165960,24,6915,1,20178,785116800,withdrawal,10200.0,31990.0,
4973,67,165960,24,6915,1,3532728,786153600,credit,57.8,32047.8,2160000.0
4973,67,165960,24,6915,1,19821,786585600,credit,62235.0,94282.8,432000.0
4973,67,165960,24,6915,1,20179,787708800,withdrawal,34300.0,59982.8,2592000.0
4973,67,165960,24,6915,1,3532729,788832000,credit,186.0,60168.7,2246400.0
4973,67,165960,24,6915,1,19822,789264000,credit,41490.0,101658.7,432000.0
4973,67,165960,24,6915,1,20180,790300800,withdrawal,36800.0,64858.7,2592000.0
4973,67,165960,24,6915,1,3532730,791510400,credit,259.8,65118.5,2246400.0
4973,67,165960,24,6915,1,19823,791942400,credit,41490.0,106608.5,432000.0
4973,67,165960,24,6915,1,20181,792892800,withdrawal,41300.0,65308.5,2592000.0
4973,67,165960,24,6915,1,3532731,793929600,credit,271.1,65579.6,1987200.0
4973,67,165960,24,6915,1,19824,794361600,credit,41490.0,107069.6,432000.0
4973,67,165960,24,6915,1,20182,794361600,withdrawal,41400.0,65669.6,1468800.0
4973,67,165960,24,6915,1,19944,794966400,withdrawal,6393.0,59276.6,604800.0
4973,67,165960,24,6915,1,20004,795052800,withdrawal,445.0,58831.6,86400.0
4973,67,165960,24,6915,1,20183,795484800,withdrawal,12000.0,46831.6,432000.0
4973,67,165960,24,6915,1,19885,796089600,withdrawal,7300.0,39531.6,604800.0
4973,67,165960,24,6915,1,19884,796176000,withdrawal,6900.0,32631.6,86400.0
4973,67,165960,24,6915,1,20133,796608000,withdrawal,14.6,32837.1,432000.0
4973,67,165960,24,6915,1,3532732,796608000,credit,220.1,32851.7,2246400.0
4973,67,165960,24,6915,1,19825,797040000,credit,41490.0,74327.1,432000.0
4973,67,165960,24,6915,1,19945,797644800,withdrawal,6393.0,67934.1,1036800.0
4973,67,165960,24,6915,1,20005,797731200,withdrawal,445.0,67489.1,86400.0
4973,67,165960,24,6915,1,20184,798076800,withdrawal,22300.0,45189.1,345600.0
4973,67,165960,24,6915,1,20134,799200000,withdrawal,14.6,45359.4,1123200.0
4973,67,165960,24,6915,1,3532733,799200000,credit,184.9,45374.0,2160000.0
4973,67,165960,24,6915,1,19826,799632000,credit,41490.0,86849.4,432000.0
4973,67,165960,24,6915,1,20099,799977600,withdrawal,8700.0,78149.4,777600.0
4973,67,165960,24,6915,1,19946,800236800,withdrawal,6393.0,71756.4,259200.0
4973,67,165960,24,6915,1,20006,800323200,withdrawal,445.0,71311.4,86400.0
4973,67,165960,24,6915,1,20185,800668800,withdrawal,19500.0,51811.4,345600.0
4973,67,165960,24,6915,1,19886,801014400,withdrawal,8700.0,43111.4,345600.0
4973,67,165960,24,6915,1,19887,801878400,withdrawal,5400.0,37916.7,864000.0
4973,67,165960,24,6915,1,20135,801878400,withdrawal,14.6,43316.7,0.0
4973,67,165960,24,6915,1,3532734,801878400,credit,219.9,43331.3,2246400.0
4973,67,165960,24,6915,1,20186,802310400,withdrawal,40700.0,59451.7,432000.0
4973,67,165960,24,6915,1,19827,802310400,credit,62235.0,100151.7,432000.0
4973,67,165960,24,6915,1,19947,802915200,withdrawal,6393.0,53058.7,604800.0
4973,67,165960,24,6915,1,20007,803001600,withdrawal,445.0,52613.7,86400.0
4973,67,165960,24,6915,1,20187,803260800,withdrawal,15900.0,36713.7,259200.0
4973,67,165960,24,6915,1,20103,803347200,withdrawal,13500.0,23213.7,86400.0
4973,67,165960,24,6915,1,19888,804211200,withdrawal,5800.0,17413.7,864000.0
4973,67,165960,24,6915,1,20136,804470400,withdrawal,14.6,17596.8,259200.0
4973,67,165960,24,6915,1,3532735,804470400,credit,197.7,17611.4,2160000.0
4973,67,165960,24,6915,1,19828,804902400,credit,41490.0,59086.8,432000.0
4973,67,165960,24,6915,1,19948,805507200,withdrawal,6393.0,52693.8,1036800.0
4973,67,165960,24,6915,1,20008,805593600,withdrawal,445.0,52248.8,86400.0
4973,67,165960,24,6915,1,20188,805852800,withdrawal,14100.0,38148.8,259200.0
4973,67,165960,24,6915,1,20137,807148800,withdrawal,14.6,38270.4,1296000.0
4973,67,165960,24,6915,1,3532736,807148800,credit,136.2,38285.0,2246400.0
4973,67,165960,24,6915,1,19829,807580800,credit,41490.0,79760.4,432000.0
4973,67,165960,24,6915,1,19889,808012800,withdrawal,6700.0,73060.4,864000.0
4973,67,165960,24,6915,1,19949,808185600,withdrawal,6393.0,66667.4,172800.0
4973,67,165960,24,6915,1,20009,808272000,withdrawal,445.0,66222.4,86400.0
4973,67,165960,24,6915,1,20189,808444800,withdrawal,21500.0,44722.4,172800.0
4973,67,165960,24,6915,1,20101,808963200,withdrawal,6900.0,37822.4,518400.0
4973,67,165960,24,6915,1,20138,809827200,withdrawal,14.6,37992.5,864000.0
4973,67,165960,24,6915,1,3532737,809827200,credit,184.7,38007.1,2246400.0
4973,67,165960,24,6915,1,19890,810172800,withdrawal,5900.0,32092.5,345600.0
4973,67,165960,24,6915,1,19830,810259200,credit,41490.0,73582.5,432000.0
4973,67,165960,24,6915,1,20102,810345600,withdrawal,5700.0,67882.5,172800.0
4973,67,165960,24,6915,1,19950,810864000,withdrawal,6393.0,61489.5,518400.0
4973,67,165960,24,6915,1,20010,810950400,withdrawal,445.0,61044.5,86400.0
4973,67,165960,24,6915,1,20190,811036800,withdrawal,17500.0,43544.5,86400.0
4973,67,165960,24,6915,1,20139,812419200,withdrawal,14.6,43737.6,1382400.0
4973,67,165960,24,6915,1,3532738,812419200,credit,207.7,43752.2,2160000.0
4973,67,165960,24,6915,1,19831,812851200,credit,41490.0,85227.6,432000.0
4973,67,165960,24,6915,1,19951,813456000,withdrawal,6393.0,78834.6,1036800.0
4973,67,165960,24,6915,1,20011,813542400,withdrawal,445.0,69789.6,86400.0
4973,67,165960,24,6915,1,19891,813542400,withdrawal,8600.0,70234.6,0.0
4973,67,165960,24,6915,1,20191,813628800,withdrawal,20800.0,48989.6,86400.0
4973,67,165960,24,6915,1,20140,815097600,withdrawal,14.6,49178.0,1468800.0
4973,67,165960,24,6915,1,3532739,815097600,credit,203.1,49192.6,2246400.0
4973,67,165960,24,6915,1,19892,815443200,withdrawal,5600.0,43578.0,345600.0
4973,67,165960,24,6915,1,19832,815529600,credit,41490.0,85068.0,432000.0
4973,67,165960,24,6915,1,19952,816134400,withdrawal,6393.0,78675.0,691200.0
4973,67,165960,24,6915,1,20192,816220800,withdrawal,28200.0,50030.0,86400.0
4973,67,165960,24,6915,1,20012,816220800,withdrawal,445.0,78230.0,0.0
4973,67,165960,24,6915,1,20100,816652800,withdrawal,12900.0,37130.0,432000.0
4973,67,165960,24,6915,1,20104,816912000,withdrawal,3000.0,34130.0,259200.0
4973,67,165960,24,6915,1,20141,817689600,withdrawal,14.6,34333.8,777600.0
4973,67,165960,24,6915,1,3532740,817689600,credit,218.4,34348.4,2160000.0
4973,67,165960,24,6915,1,20089,817862400,withdrawal,7500.0,26833.8,172800.0
4973,67,165960,24,6915,1,19833,818121600,credit,62235.0,89068.8,432000.0
4973,67,165960,24,6915,1,19953,818726400,withdrawal,6393.0,82675.8,864000.0
4973,67,165960,24,6915,1,20013,818812800,withdrawal,445.0,56430.8,86400.0
4973,67,165960,24,6915,1,20193,818812800,withdrawal,25800.0,56875.8,0.0
4973,67,165960,24,6915,1,19893,818985600,withdrawal,7500.0,48930.8,172800.0
4973,67,165960,24,6915,1,20142,820368000,withdrawal,14.6,49156.2,1382400.0
4973,67,165960,24,6915,1,3532741,820368000,credit,240.0,49170.8,2246400.0
4973,67,165960,24,6915,1,19894,820713600,withdrawal,8300.0,40856.2,345600.0
4973,67,165960,24,6915,1,19834,820800000,credit,41490.0,82346.2,432000.0
4973,67,165960,24,6915,1,20060,821232000,withdrawal in cash,3716.0,78630.2,
4973,67,165960,24,6915,1,20194,821404800,withdrawal,22200.0,50037.2,691200.0
4973,67,165960,24,6915,1,19954,821404800,withdrawal,6393.0,72237.2,0.0
4973,67,165960,24,6915,1,20014,821491200,withdrawal,445.0,49592.2,86400.0
4973,67,165960,24,6915,1,20143,823046400,withdrawal,14.6,49816.7,1555200.0
4973,67,165960,24,6915,1,3532742,823046400,credit,239.1,49831.3,2246400.0
4973,67,165960,24,6915,1,19835,823478400,credit,41490.0,91306.7,432000.0
4973,67,165960,24,6915,1,20195,823996800,withdrawal,34900.0,48506.7,950400.0
4973,67,165960,24,6915,1,19895,823996800,withdrawal,7900.0,83406.7,0.0
4973,67,165960,24,6915,1,19955,824083200,withdrawal,6393.0,42113.7,86400.0
4973,67,165960,24,6915,1,20015,824169600,withdrawal,445.0,41668.7,86400.0
4973,67,165960,24,6915,1,20144,825552000,withdrawal,14.6,41840.2,1382400.0
4973,67,165960,24,6915,1,3532743,825552000,credit,186.1,41854.8,2073600.0
4973,67,165960,24,6915,1,20061,825897600,withdrawal in cash,17427.0,24413.2,4665600.0
4973,67,165960,24,6915,1,19836,825984000,credit,41490.0,65903.2,432000.0
4973,67,165960,24,6915,1,19896,826416000,withdrawal,8000.0,57903.2,864000.0
4973,67,165960,24,6915,1,20196,826588800,withdrawal,14000.0,37510.2,172800.0
4973,67,165960,24,6915,1,19956,826588800,withdrawal,6393.0,51510.2,0.0
4973,67,165960,24,6915,1,20016,826675200,withdrawal,445.0,37065.2,86400.0
4973,67,165960,24,6915,1,20062,827280000,withdrawal in cash,14570.0,22495.2,1382400.0
4973,67,165960,24,6915,1,20145,828230400,withdrawal,14.6,22640.7,1555200.0
4973,67,165960,24,6915,1,3532744,828230400,credit,160.1,22655.3,2246400.0
4973,67,165960,24,6915,1,19837,828662400,credit,41490.0,64130.7,432000.0
4973,67,165960,24,6915,1,20197,829180800,withdrawal,22000.0,42130.7,950400.0
4973,67,165960,24,6915,1,19957,829267200,withdrawal,6393.0,35737.7,86400.0
4973,67,165960,24,6915,1,20017,829353600,withdrawal,445.0,35292.7,86400.0
4973,67,165960,24,6915,1,19897,829526400,withdrawal,4500.0,30792.7,172800.0
4973,67,165960,24,6915,1,20108,830304000,withdrawal,3900.0,26892.7,777600.0
4973,67,165960,24,6915,1,20066,830476800,withdrawal in cash,3303.0,23589.7,3196800.0
4973,67,165960,24,6915,1,20146,830822400,withdrawal,14.6,23689.2,518400.0
4973,67,165960,24,6915,1,3532745,830822400,credit,114.1,23703.8,2160000.0
4996,132,88440,12,7370,1,40404,831772800,credit,200.0,200.0,
4996,132,88440,12,7370,1,40417,832636800,credit,47976.0,48176.0,864000.0
4996,132,88440,12,7370,1,40410,832723200,credit,33953.0,82129.0,86400.0
4996,132,88440,12,7370,1,3534923,833500800,credit,116.9,82245.9,777600.0
4996,132,88440,12,7370,1,40604,834364800,withdrawal,29300.0,52945.9,
4996,132,88440,12,7370,1,40412,835833600,credit,34460.0,87405.9,2332800.0
4996,132,88440,12,7370,1,3534924,836092800,credit,345.1,87751.0,259200.0
4996,132,88440,12,7370,1,40605,836956800,withdrawal,30800.0,56951.0,2592000.0
4996,132,88440,12,7370,1,40414,837302400,credit,31623.0,88574.0,1209600.0
4996,132,88440,12,7370,1,40415,838684800,credit,14665.0,103239.0,1382400.0
4996,132,88440,12,7370,1,40606,838684800,withdrawal,35100.0,68139.0,1728000.0
4996,132,88440,12,7370,1,40575,838771200,withdrawal,100.0,68400.5,86400.0
4996,132,88440,12,7370,1,3534925,838771200,credit,361.6,68500.5,86400.0
4996,132,88440,12,7370,1,40607,839548800,withdrawal,21100.0,47300.5,777600.0
4996,132,88440,12,7370,1,40560,839548800,withdrawal,4200.0,43100.5,0.0
4996,132,88440,12,7370,1,40459,840412800,withdrawal,7200.0,35900.5,864000.0
4996,132,88440,12,7370,1,40576,841449600,withdrawal,100.0,36000.4,1036800.0
4996,132,88440,12,7370,1,3534926,841449600,credit,199.9,36100.4,2678400.0
4996,132,88440,12,7370,1,40421,841968000,credit,39794.0,75794.4,518400.0
4996,132,88440,12,7370,1,40608,842140800,withdrawal,21500.0,54294.4,691200.0
4996,132,88440,12,7370,1,40409,842572800,credit,21375.0,75669.4,604800.0
4996,132,88440,12,7370,1,40500,842745600,withdrawal in cash,15333.0,60336.4,
4996,132,88440,12,7370,1,40460,842918400,withdrawal,9300.0,51036.4,777600.0
4996,132,88440,12,7370,1,40577,844041600,withdrawal,100.0,51146.1,1123200.0
4996,132,88440,12,7370,1,3534927,844041600,credit,209.7,51246.1,1468800.0
4996,132,88440,12,7370,1,40609,844732800,withdrawal,10000.0,41146.1,691200.0
4996,132,88440,12,7370,1,40419,845078400,credit,29380.0,70526.1,1036800.0
4996,132,88440,12,7370,1,40418,845510400,credit,14699.0,85225.1,432000.0
4996,132,88440,12,7370,1,40461,845596800,withdrawal,6500.0,78725.1,864000.0
4996,132,88440,12,7370,1,40578,846720000,withdrawal,100.0,78907.6,1123200.0
4996,132,88440,12,7370,1,3534928,846720000,credit,282.6,79007.6,1209600.0
5002,173,104808,12,8734,1,51521,754272000,credit,500.0,500.0,
5002,173,104808,12,8734,1,51533,755395200,credit,25970.0,26470.0,1123200.0
5002,173,104808,12,8734,1,52106,756864000,withdrawal,2300.0,24170.0,
5002,173,104808,12,8734,1,3536192,757296000,credit,19.5,24189.5,1900800.0
5002,173,104808,12,8734,1,51534,758073600,credit,17313.0,41502.5,777600.0
5002,173,104808,12,8734,1,52107,759456000,withdrawal,6700.0,34802.5,2592000.0
5002,173,104808,12,8734,1,3536193,759974400,credit,110.7,34913.2,1900800.0
5002,173,104808,12,8734,1,51535,760752000,credit,17313.0,52226.2,777600.0
5002,173,104808,12,8734,1,52108,762048000,withdrawal,12900.0,39326.2,2592000.0
5002,173,104808,12,8734,1,3536194,762393600,credit,148.4,39474.6,1641600.0
5002,173,104808,12,8734,1,51536,763171200,credit,17313.0,56787.6,777600.0
5002,173,104808,12,8734,1,52109,764640000,withdrawal,16400.0,40387.6,2592000.0
5002,173,104808,12,8734,1,3536195,765072000,credit,164.7,40552.3,1900800.0
5002,173,104808,12,8734,1,51537,765849600,credit,17313.0,57865.3,777600.0
5002,173,104808,12,8734,1,51609,766022400,withdrawal,6256.0,51609.3,1382400.0
5002,173,104808,12,8734,1,51753,766108800,withdrawal,735.0,50874.3,86400.0
5002,173,104808,12,8734,1,51825,766195200,withdrawal,189.0,50685.3,86400.0
5002,173,104808,12,8734,1,51897,766281600,withdrawal,8800.0,41885.3,86400.0
5002,173,104808,12,8734,1,51681,766281600,withdrawal,1428.0,40457.3,0.0
5002,173,104808,12,8734,1,52110,767232000,withdrawal,6200.0,34257.3,950400.0
5002,173,104808,12,8734,1,52050,767664000,withdrawal,14.6,34410.4,432000.0
5002,173,104808,12,8734,1,3536196,767664000,credit,167.7,34425.0,1814400.0
5002,173,104808,12,8734,1,52016,767836800,withdrawal,2400.0,32010.4,172800.0
5002,173,104808,12,8734,1,51538,768441600,credit,17313.0,49323.4,777600.0
5002,173,104808,12,8734,1,51610,768614400,withdrawal,6256.0,43067.4,777600.0
5002,173,104808,12,8734,1,51754,768700800,withdrawal,735.0,42332.4,86400.0
5002,173,104808,12,8734,1,51826,768787200,withdrawal,189.0,42143.4,86400.0
5002,173,104808,12,8734,1,51682,768873600,withdrawal,1428.0,40715.4,86400.0
5002,173,104808,12,8734,1,51898,769132800,withdrawal,8800.0,31915.4,259200.0
5002,173,104808,12,8734,1,52111,769824000,withdrawal,3900.0,28015.4,691200.0
5032,290,123696,48,2577,1,86578,754790400,credit,300.0,300.0,
5032,290,123696,48,2577,1,87070,757382400,credit,10800.0,11100.0,2592000.0
5032,290,123696,48,2577,1,86583,759369600,credit,46075.0,57175.0,1987200.0
5032,290,123696,48,2577,1,3540237,759974400,credit,59.5,57234.5,604800.0
5032,290,123696,48,2577,1,87071,759974400,withdrawal,14700.0,42534.5,
5032,290,123696,48,2577,1,86584,760579200,credit,17162.0,59696.5,604800.0
5032,290,123696,48,2577,1,86582,761356800,credit,15377.0,75073.5,777600.0
5032,290,123696,48,2577,1,3540238,762393600,credit,240.2,75313.7,1036800.0
5032,290,123696,48,2577,1,87072,762566400,withdrawal,23800.0,51513.7,2592000.0
5032,290,123696,48,2577,1,3540239,765072000,credit,312.8,51826.5,2678400.0
5032,290,123696,48,2577,1,87073,765158400,withdrawal,13000.0,38826.5,2592000.0
5032,290,123696,48,2577,1,86585,767059200,credit,47749.0,86575.5,1987200.0
