amount_loan,duration,payments,status,balance,date_diff,type_credit,type_withdrawal,disp_disponent,disp_no_disponent
80952,24,3373,1,40800.4,1036800.0,1,0,1,0
80952,24,3373,1,37000.4,1382400.0,0,1,1,0
80952,24,3373,1,31700.4,172800.0,0,1,1,0
80952,24,3373,1,31824.9,604800.0,0,1,1,0
80952,24,3373,1,31839.5,1555200.0,1,0,1,0
80952,24,3373,1,24558.9,432000.0,0,1,1,0
80952,24,3373,1,21058.9,259200.0,0,1,1,0
80952,24,3373,1,16858.9,172800.0,0,1,1,0
80952,24,3373,1,47212.9,1036800.0,1,0,1,0
80952,24,3373,1,44212.9,777600.0,0,1,1,0
80952,24,3373,1,30816.9,172800.0,0,1,1,0
80952,24,3373,1,27716.9,172800.0,0,1,1,0
80952,24,3373,1,27840.6,691200.0,0,1,1,0
80952,24,3373,1,27855.2,1641600.0,1,0,1,0
30276,12,2523,0,1000.0,0.0,1,0,0,1
30276,12,2523,0,16139.0,259200.0,1,0,0,1
30276,12,2523,0,16233.1,1728000.0,1,0,0,1
30276,12,2523,0,16186.1,0.0,1,0,0,1
30276,12,2523,0,20633.1,604800.0,1,0,0,1
30276,12,2523,0,35772.1,259200.0,1,0,0,1
30276,12,2523,0,35897.4,1814400.0,1,0,0,1
30276,12,2523,0,36022.5,0.0,1,0,0,1
30276,12,2523,0,33122.5,0.0,0,1,0,1
30276,12,2523,0,55830.5,864000.0,1,0,0,1
30276,12,2523,0,56037.7,1728000.0,1,0,0,1
30276,12,2523,0,56244.7,0.0,1,0,0,1
30276,12,2523,0,42544.7,2592000.0,0,1,0,1
30276,12,2523,0,57683.7,864000.0,1,0,0,1
30276,12,2523,0,57920.7,1814400.0,1,0,0,1
30276,12,2523,0,58157.5,0.0,1,0,0,1
30276,12,2523,0,42957.5,2592000.0,0,1,0,1
30276,12,2523,0,40157.5,345600.0,0,1,0,1
30276,12,2523,0,55296.5,864000.0,1,0,0,1
30276,12,2523,0,43531.5,1209600.0,0,1,0,1
30276,12,2523,0,43746.2,1814400.0,1,0,0,1
30276,12,2523,0,43960.6,0.0,1,0,0,1
30276,12,2523,0,43946.0,691200.0,0,1,0,1
30276,12,2523,0,35946.0,345600.0,0,1,0,1
30276,12,2523,0,19403.0,172800.0,0,1,0,1
30276,12,2523,0,34542.0,864000.0,1,0,0,1
30276,12,2523,0,19542.0,604800.0,0,1,0,1
30276,12,2523,0,16742.0,864000.0,0,1,0,1
30276,12,2523,0,16937.9,1728000.0,1,0,0,1
30276,12,2523,0,16839.9,0.0,1,0,0,1
30276,12,2523,0,16923.3,604800.0,0,1,0,1
30276,12,2523,0,21123.3,345600.0,1,0,0,1
30276,12,2523,0,36262.3,518400.0,1,0,0,1
30276,12,2523,0,20062.3,864000.0,0,1,0,1
30276,12,2523,0,33262.3,0.0,0,1,0,1
30276,12,2523,0,20268.3,1814400.0,1,0,0,1
30276,12,2523,0,20146.7,0.0,1,0,0,1
30276,12,2523,0,20253.7,1814400.0,0,1,0,1
30276,12,2523,0,26753.7,259200.0,1,0,0,1
30276,12,2523,0,9953.7,432000.0,0,1,0,1
30276,12,2523,0,25092.7,604800.0,1,0,0,1
30276,12,2523,0,22992.7,604800.0,0,1,0,1
30276,12,2523,0,20292.7,1468800.0,0,1,0,1
30276,12,2523,0,3592.7,0.0,0,1,0,1
30276,12,2523,0,3745.1,1728000.0,1,0,0,1
30276,12,2523,0,3669.1,0.0,1,0,0,1
30276,12,2523,0,3730.5,86400.0,0,1,0,1
30276,12,2523,0,6330.5,259200.0,1,0,0,1
30276,12,2523,0,29038.5,604800.0,1,0,0,1
30276,12,2523,0,26338.5,1641600.0,0,1,0,1
30276,12,2523,0,26419.3,1814400.0,1,0,0,1
30276,12,2523,0,26500.0,0.0,1,0,0,1
30276,12,2523,0,26485.4,1036800.0,0,1,0,1
30276,12,2523,0,24885.4,0.0,0,1,0,1
30276,12,2523,0,25885.4,172800.0,1,0,0,1
30276,12,2523,0,41024.4,691200.0,1,0,0,1
30276,12,2523,0,36224.4,864000.0,0,1,0,1
30276,12,2523,0,34124.4,172800.0,0,1,0,1
30276,12,2523,0,17824.4,259200.0,0,1,0,1
30276,12,2523,0,3624.4,1296000.0,0,1,0,1
30276,12,2523,0,3796.7,1814400.0,1,0,0,1
30276,12,2523,0,3709.9,0.0,1,0,0,1
30276,12,2523,0,3782.1,86400.0,0,1,0,1
30276,12,2523,0,6282.1,86400.0,1,0,0,1
30276,12,2523,0,19621.1,864000.0,0,1,0,1
30276,12,2523,0,21421.1,777600.0,1,0,0,1
30276,12,2523,0,19737.8,1641600.0,1,0,0,1
30276,12,2523,0,19681.9,0.0,1,0,0,1
30276,12,2523,0,19723.2,1641600.0,0,1,0,1
30276,12,2523,0,22323.2,172800.0,1,0,0,1
30276,12,2523,0,20023.2,604800.0,0,1,0,1
30276,12,2523,0,35162.2,691200.0,1,0,0,1
30276,12,2523,0,18162.2,777600.0,0,1,0,1
30276,12,2523,0,16162.2,691200.0,0,1,0,1
30276,12,2523,0,16329.6,1814400.0,1,0,0,1
30276,12,2523,0,16245.9,0.0,1,0,0,1
30276,12,2523,0,16315.0,604800.0,0,1,0,1
30276,12,2523,0,18915.0,86400.0,1,0,0,1
30276,12,2523,0,715.0,518400.0,0,1,0,1
30276,12,2523,0,15854.0,777600.0,1,0,0,1
165960,24,6915,1,700.0,0.0,1,0,0,1
165960,24,6915,1,42190.0,1468800.0,1,0,0,1
165960,24,6915,1,31990.0,0.0,0,1,0,1
165960,24,6915,1,32047.8,2160000.0,1,0,0,1
165960,24,6915,1,94282.8,432000.0,1,0,0,1
165960,24,6915,1,59982.8,2592000.0,0,1,0,1
165960,24,6915,1,60168.7,2246400.0,1,0,0,1
165960,24,6915,1,101658.7,432000.0,1,0,0,1
165960,24,6915,1,64858.7,2592000.0,0,1,0,1
165960,24,6915,1,65118.5,2246400.0,1,0,0,1
165960,24,6915,1,106608.5,432000.0,1,0,0,1
165960,24,6915,1,65308.5,2592000.0,0,1,0,1
165960,24,6915,1,65579.6,1987200.0,1,0,0,1
165960,24,6915,1,107069.6,432000.0,1,0,0,1
165960,24,6915,1,65669.6,1468800.0,0,1,0,1
165960,24,6915,1,59276.6,604800.0,0,1,0,1
165960,24,6915,1,58831.6,86400.0,0,1,0,1
165960,24,6915,1,46831.6,432000.0,0,1,0,1
165960,24,6915,1,39531.6,604800.0,0,1,0,1
165960,24,6915,1,32631.6,86400.0,0,1,0,1
165960,24,6915,1,32837.1,432000.0,0,1,0,1
165960,24,6915,1,32851.7,2246400.0,1,0,0,1
165960,24,6915,1,74327.1,432000.0,1,0,0,1
165960,24,6915,1,67934.1,1036800.0,0,1,0,1
165960,24,6915,1,67489.1,86400.0,0,1,0,1
165960,24,6915,1,45189.1,345600.0,0,1,0,1
165960,24,6915,1,45359.4,1123200.0,0,1,0,1
165960,24,6915,1,45374.0,2160000.0,1,0,0,1
165960,24,6915,1,86849.4,432000.0,1,0,0,1
165960,24,6915,1,78149.4,777600.0,0,1,0,1
165960,24,6915,1,71756.4,259200.0,0,1,0,1
165960,24,6915,1,71311.4,86400.0,0,1,0,1
165960,24,6915,1,51811.4,345600.0,0,1,0,1
165960,24,6915,1,43111.4,345600.0,0,1,0,1
165960,24,6915,1,37916.7,864000.0,0,1,0,1
165960,24,6915,1,43316.7,0.0,0,1,0,1
165960,24,6915,1,43331.3,2246400.0,1,0,0,1
165960,24,6915,1,59451.7,432000.0,0,1,0,1
165960,24,6915,1,100151.7,432000.0,1,0,0,1
165960,24,6915,1,53058.7,604800.0,0,1,0,1
165960,24,6915,1,52613.7,86400.0,0,1,0,1
165960,24,6915,1,36713.7,259200.0,0,1,0,1
165960,24,6915,1,23213.7,86400.0,0,1,0,1
165960,24,6915,1,17413.7,864000.0,0,1,0,1
165960,24,6915,1,17596.8,259200.0,0,1,0,1
165960,24,6915,1,17611.4,2160000.0,1,0,0,1
165960,24,6915,1,59086.8,432000.0,1,0,0,1
165960,24,6915,1,52693.8,1036800.0,0,1,0,1
165960,24,6915,1,52248.8,86400.0,0,1,0,1
165960,24,6915,1,38148.8,259200.0,0,1,0,1
165960,24,6915,1,38270.4,1296000.0,0,1,0,1
165960,24,6915,1,38285.0,2246400.0,1,0,0,1
165960,24,6915,1,79760.4,432000.0,1,0,0,1
165960,24,6915,1,73060.4,864000.0,0,1,0,1
165960,24,6915,1,66667.4,172800.0,0,1,0,1
165960,24,6915,1,66222.4,86400.0,0,1,0,1
165960,24,6915,1,44722.4,172800.0,0,1,0,1
165960,24,6915,1,37822.4,518400.0,0,1,0,1
165960,24,6915,1,37992.5,864000.0,0,1,0,1
165960,24,6915,1,38007.1,2246400.0,1,0,0,1
165960,24,6915,1,32092.5,345600.0,0,1,0,1
165960,24,6915,1,73582.5,432000.0,1,0,0,1
165960,24,6915,1,67882.5,172800.0,0,1,0,1
165960,24,6915,1,61489.5,518400.0,0,1,0,1
165960,24,6915,1,61044.5,86400.0,0,1,0,1
165960,24,6915,1,43544.5,86400.0,0,1,0,1
165960,24,6915,1,43737.6,1382400.0,0,1,0,1
165960,24,6915,1,43752.2,2160000.0,1,0,0,1
165960,24,6915,1,85227.6,432000.0,1,0,0,1
165960,24,6915,1,78834.6,1036800.0,0,1,0,1
165960,24,6915,1,69789.6,86400.0,0,1,0,1
165960,24,6915,1,70234.6,0.0,0,1,0,1
165960,24,6915,1,48989.6,86400.0,0,1,0,1
165960,24,6915,1,49178.0,1468800.0,0,1,0,1
165960,24,6915,1,49192.6,2246400.0,1,0,0,1
165960,24,6915,1,43578.0,345600.0,0,1,0,1
165960,24,6915,1,85068.0,432000.0,1,0,0,1
165960,24,6915,1,78675.0,691200.0,0,1,0,1
165960,24,6915,1,50030.0,86400.0,0,1,0,1
165960,24,6915,1,78230.0,0.0,0,1,0,1
165960,24,6915,1,37130.0,432000.0,0,1,0,1
165960,24,6915,1,34130.0,259200.0,0,1,0,1
165960,24,6915,1,34333.8,777600.0,0,1,0,1
165960,24,6915,1,34348.4,2160000.0,1,0,0,1
165960,24,6915,1,26833.8,172800.0,0,1,0,1
165960,24,6915,1,89068.8,432000.0,1,0,0,1
165960,24,6915,1,82675.8,864000.0,0,1,0,1
165960,24,6915,1,56430.8,86400.0,0,1,0,1
165960,24,6915,1,56875.8,0.0,0,1,0,1
165960,24,6915,1,48930.8,172800.0,0,1,0,1
165960,24,6915,1,49156.2,1382400.0,0,1,0,1
165960,24,6915,1,49170.8,2246400.0,1,0,0,1
165960,24,6915,1,40856.2,345600.0,0,1,0,1
165960,24,6915,1,82346.2,432000.0,1,0,0,1
165960,24,6915,1,78630.2,518400.0,0,1,0,1
165960,24,6915,1,50037.2,172800.0,0,1,0,1
165960,24,6915,1,72237.2,0.0,0,1,0,1
165960,24,6915,1,49592.2,86400.0,0,1,0,1
165960,24,6915,1,49816.7,1555200.0,0,1,0,1
165960,24,6915,1,49831.3,2246400.0,1,0,0,1
165960,24,6915,1,91306.7,432000.0,1,0,0,1
165960,24,6915,1,48506.7,950400.0,0,1,0,1
165960,24,6915,1,83406.7,0.0,0,1,0,1
165960,24,6915,1,42113.7,86400.0,0,1,0,1
165960,24,6915,1,41668.7,86400.0,0,1,0,1
165960,24,6915,1,41840.2,1382400.0,0,1,0,1
165960,24,6915,1,41854.8,2073600.0,1,0,0,1
165960,24,6915,1,24413.2,345600.0,0,1,0,1
165960,24,6915,1,65903.2,432000.0,1,0,0,1
165960,24,6915,1,57903.2,518400.0,0,1,0,1
165960,24,6915,1,37510.2,172800.0,0,1,0,1
165960,24,6915,1,51510.2,0.0,0,1,0,1
165960,24,6915,1,37065.2,86400.0,0,1,0,1
165960,24,6915,1,22495.2,604800.0,0,1,0,1
165960,24,6915,1,22640.7,950400.0,0,1,0,1
165960,24,6915,1,22655.3,2246400.0,1,0,0,1
165960,24,6915,1,64130.7,432000.0,1,0,0,1
165960,24,6915,1,42130.7,950400.0,0,1,0,1
165960,24,6915,1,35737.7,86400.0,0,1,0,1
165960,24,6915,1,35292.7,86400.0,0,1,0,1
165960,24,6915,1,30792.7,172800.0,0,1,0,1
165960,24,6915,1,26892.7,777600.0,0,1,0,1
165960,24,6915,1,23589.7,172800.0,0,1,0,1
165960,24,6915,1,23689.2,345600.0,0,1,0,1
165960,24,6915,1,23703.8,2160000.0,1,0,0,1
88440,12,7370,1,200.0,0.0,1,0,1,0
88440,12,7370,1,48176.0,864000.0,1,0,1,0
88440,12,7370,1,82129.0,86400.0,1,0,1,0
88440,12,7370,1,82245.9,777600.0,1,0,1,0
88440,12,7370,1,52945.9,0.0,0,1,1,0
88440,12,7370,1,87405.9,2332800.0,1,0,1,0
88440,12,7370,1,87751.0,259200.0,1,0,1,0
88440,12,7370,1,56951.0,2592000.0,0,1,1,0
88440,12,7370,1,88574.0,1209600.0,1,0,1,0
88440,12,7370,1,103239.0,1382400.0,1,0,1,0
88440,12,7370,1,68139.0,1728000.0,0,1,1,0
88440,12,7370,1,68400.5,86400.0,0,1,1,0
88440,12,7370,1,68500.5,86400.0,1,0,1,0
88440,12,7370,1,47300.5,777600.0,0,1,1,0
88440,12,7370,1,43100.5,0.0,0,1,1,0
88440,12,7370,1,35900.5,864000.0,0,1,1,0
88440,12,7370,1,36000.4,1036800.0,0,1,1,0
88440,12,7370,1,36100.4,2678400.0,1,0,1,0
88440,12,7370,1,75794.4,518400.0,1,0,1,0
88440,12,7370,1,54294.4,691200.0,0,1,1,0
88440,12,7370,1,75669.4,604800.0,1,0,1,0
88440,12,7370,1,60336.4,604800.0,0,1,1,0
88440,12,7370,1,51036.4,172800.0,0,1,1,0
88440,12,7370,1,51146.1,1123200.0,0,1,1,0
88440,12,7370,1,51246.1,1468800.0,1,0,1,0
88440,12,7370,1,41146.1,691200.0,0,1,1,0
88440,12,7370,1,70526.1,1036800.0,1,0,1,0
88440,12,7370,1,85225.1,432000.0,1,0,1,0
88440,12,7370,1,78725.1,864000.0,0,1,1,0
88440,12,7370,1,78907.6,1123200.0,0,1,1,0
88440,12,7370,1,79007.6,1209600.0,1,0,1,0
104808,12,8734,1,500.0,0.0,1,0,1,0
104808,12,8734,1,26470.0,1123200.0,1,0,1,0
104808,12,8734,1,24170.0,0.0,0,1,1,0
104808,12,8734,1,24189.5,1900800.0,1,0,1,0
104808,12,8734,1,41502.5,777600.0,1,0,1,0
104808,12,8734,1,34802.5,2592000.0,0,1,1,0
104808,12,8734,1,34913.2,1900800.0,1,0,1,0
104808,12,8734,1,52226.2,777600.0,1,0,1,0
104808,12,8734,1,39326.2,2592000.0,0,1,1,0
104808,12,8734,1,39474.6,1641600.0,1,0,1,0
104808,12,8734,1,56787.6,777600.0,1,0,1,0
104808,12,8734,1,40387.6,2592000.0,0,1,1,0
104808,12,8734,1,40552.3,1900800.0,1,0,1,0
104808,12,8734,1,57865.3,777600.0,1,0,1,0
104808,12,8734,1,51609.3,1382400.0,0,1,1,0
104808,12,8734,1,50874.3,86400.0,0,1,1,0
104808,12,8734,1,50685.3,86400.0,0,1,1,0
104808,12,8734,1,41885.3,86400.0,0,1,1,0
104808,12,8734,1,40457.3,0.0,0,1,1,0
104808,12,8734,1,34257.3,950400.0,0,1,1,0
104808,12,8734,1,34410.4,432000.0,0,1,1,0
104808,12,8734,1,34425.0,1814400.0,1,0,1,0
104808,12,8734,1,32010.4,172800.0,0,1,1,0
104808,12,8734,1,49323.4,777600.0,1,0,1,0
104808,12,8734,1,43067.4,777600.0,0,1,1,0
104808,12,8734,1,42332.4,86400.0,0,1,1,0
104808,12,8734,1,42143.4,86400.0,0,1,1,0
104808,12,8734,1,40715.4,86400.0,0,1,1,0
104808,12,8734,1,31915.4,259200.0,0,1,1,0
104808,12,8734,1,28015.4,691200.0,0,1,1,0
123696,48,2577,1,300.0,0.0,1,0,0,1
123696,48,2577,1,11100.0,2592000.0,1,0,0,1
123696,48,2577,1,57175.0,1987200.0,1,0,0,1
123696,48,2577,1,57234.5,604800.0,1,0,0,1
123696,48,2577,1,42534.5,0.0,0,1,0,1
123696,48,2577,1,59696.5,604800.0,1,0,0,1
123696,48,2577,1,75073.5,777600.0,1,0,0,1
123696,48,2577,1,75313.7,1036800.0,1,0,0,1
123696,48,2577,1,51513.7,2592000.0,0,1,0,1
123696,48,2577,1,51826.5,2678400.0,1,0,0,1
123696,48,2577,1,38826.5,2592000.0,0,1,0,1
123696,48,2577,1,86575.5,1987200.0,1,0,0,1
123696,48,2577,1,86901.1,604800.0,1,0,0,1
123696,48,2577,1,54801.1,2592000.0,0,1,0,1
123696,48,2577,1,77401.1,259200.0,1,0,0,1
123696,48,2577,1,75701.1,345600.0,0,1,0,1
123696,48,2577,1,69774.1,432000.0,0,1,0,1
123696,48,2577,1,73048.1,0.0,0,1,0,1
123696,48,2577,1,51107.1,950400.0,0,1,0,1
123696,48,2577,1,51380.8,2419200.0,1,0,0,1
123696,48,2577,1,51366.2,864000.0,0,1,0,1
123696,48,2577,1,40266.2,0.0,0,1,0,1
123696,48,2577,1,77969.2,432000.0,1,0,0,1
123696,48,2577,1,89822.2,259200.0,1,0,0,1
123696,48,2577,1,83895.2,864000.0,0,1,0,1
123696,48,2577,1,86548.2,0.0,0,1,0,1
123696,48,2577,1,71295.2,345600.0,0,1,0,1
123696,48,2577,1,49500.2,691200.0,0,1,0,1
123696,48,2577,1,47000.2,86400.0,0,1,0,1
123696,48,2577,1,47260.1,1900800.0,1,0,0,1
123696,48,2577,1,37360.1,604800.0,0,1,0,1
123696,48,2577,1,37345.5,0.0,0,1,0,1
123696,48,2577,1,31045.5,345600.0,0,1,0,1
123696,48,2577,1,28945.5,345600.0,0,1,0,1
123696,48,2577,1,42523.5,172800.0,0,1,0,1
123696,48,2577,1,45176.5,0.0,0,1,0,1
123696,48,2577,1,48476.5,0.0,0,1,0,1
123696,48,2577,1,51750.5,864000.0,1,0,0,1
123696,48,2577,1,36023.5,1728000.0,0,1,0,1
123696,48,2577,1,36197.4,1814400.0,1,0,0,1
123696,48,2577,1,36182.8,86400.0,0,1,0,1
123696,48,2577,1,30255.8,864000.0,0,1,0,1
123696,48,2577,1,33529.8,0.0,0,1,0,1
123696,48,2577,1,78731.8,1123200.0,1,0,0,1
123696,48,2577,1,76531.8,950400.0,0,1,0,1
123696,48,2577,1,51531.8,691200.0,0,1,0,1
123696,48,2577,1,51775.3,1555200.0,1,0,0,1
123696,48,2577,1,51760.7,172800.0,0,1,0,1
123696,48,2577,1,41892.7,777600.0,0,1,0,1
123696,48,2577,1,35965.7,86400.0,0,1,0,1
123696,48,2577,1,38618.7,0.0,0,1,0,1
123696,48,2577,1,33465.7,691200.0,0,1,0,1
123696,48,2577,1,31465.7,864000.0,0,1,0,1
123696,48,2577,1,31629.7,2592000.0,1,0,0,1
123696,48,2577,1,31615.1,172800.0,0,1,0,1
123696,48,2577,1,28415.1,86400.0,0,1,0,1
123696,48,2577,1,25762.1,777600.0,0,1,0,1
123696,48,2577,1,22488.1,0.0,0,1,0,1
123696,48,2577,1,25088.1,2419200.0,1,0,0,1
123696,48,2577,1,25201.8,259200.0,1,0,0,1
123696,48,2577,1,25187.2,1814400.0,0,1,0,1
100980,60,1683,1,600.0,0.0,1,0,0,1
100980,60,1683,1,21522.0,432000.0,1,0,0,1
100980,60,1683,1,21597.7,2160000.0,1,0,0,1
100980,60,1683,1,24797.7,0.0,1,0,0,1
100980,60,1683,1,38745.7,518400.0,1,0,0,1
100980,60,1683,1,30945.7,0.0,0,1,0,1
100980,60,1683,1,31050.6,2160000.0,1,0,0,1
100980,60,1683,1,44998.6,518400.0,1,0,0,1
100980,60,1683,1,45127.6,1900800.0,1,0,0,1
100980,60,1683,1,36927.6,2592000.0,0,1,0,1
100980,60,1683,1,50875.6,518400.0,1,0,0,1
100980,60,1683,1,51072.3,2160000.0,1,0,0,1
100980,60,1683,1,36972.3,2592000.0,0,1,0,1
100980,60,1683,1,50920.3,518400.0,1,0,0,1
100980,60,1683,1,49320.3,691200.0,0,1,0,1
100980,60,1683,1,44581.3,172800.0,0,1,0,1
100980,60,1683,1,44759.7,2073600.0,1,0,0,1
100980,60,1683,1,35959.7,1728000.0,0,1,0,1
100980,60,1683,1,35945.1,0.0,0,1,0,1
100980,60,1683,1,31045.1,345600.0,0,1,0,1
100980,60,1683,1,44993.1,518400.0,1,0,0,1
100980,60,1683,1,41793.1,172800.0,0,1,0,1
100980,60,1683,1,44093.1,0.0,0,1,0,1
100980,60,1683,1,37054.1,345600.0,0,1,0,1
100980,60,1683,1,30154.1,1728000.0,0,1,0,1
100980,60,1683,1,30308.4,2160000.0,1,0,0,1
100980,60,1683,1,30293.8,86400.0,0,1,0,1
100980,60,1683,1,51215.8,518400.0,1,0,0,1
100980,60,1683,1,46476.8,864000.0,0,1,0,1
100980,60,1683,1,44976.8,345600.0,0,1,0,1
100980,60,1683,1,22076.8,172800.0,0,1,0,1
100980,60,1683,1,21976.8,1123200.0,0,1,0,1
100980,60,1683,1,22099.0,2073600.0,1,0,0,1
100980,60,1683,1,22084.4,86400.0,0,1,0,1
100980,60,1683,1,36032.4,518400.0,1,0,0,1
100980,60,1683,1,31293.4,864000.0,0,1,0,1
100980,60,1683,1,29793.4,1296000.0,0,1,0,1
100980,60,1683,1,25493.4,345600.0,0,1,0,1
100980,60,1683,1,25609.2,2160000.0,1,0,0,1
100980,60,1683,1,23809.2,172800.0,0,1,0,1
100980,60,1683,1,23794.6,0.0,0,1,0,1
100980,60,1683,1,37742.6,518400.0,1,0,0,1
100980,60,1683,1,33003.6,864000.0,0,1,0,1
100980,60,1683,1,31603.6,1036800.0,0,1,0,1
100980,60,1683,1,30403.6,518400.0,0,1,0,1
100980,60,1683,1,30527.4,2160000.0,1,0,0,1
100980,60,1683,1,30512.8,259200.0,0,1,0,1
100980,60,1683,1,44460.8,518400.0,1,0,0,1
100980,60,1683,1,43260.8,777600.0,0,1,0,1
100980,60,1683,1,38521.8,86400.0,0,1,0,1
100980,60,1683,1,37521.8,86400.0,0,1,0,1
100980,60,1683,1,30921.8,1382400.0,0,1,0,1
100980,60,1683,1,31067.6,2073600.0,1,0,0,1
100980,60,1683,1,31053.0,259200.0,0,1,0,1
100980,60,1683,1,45001.0,518400.0,1,0,0,1
100980,60,1683,1,40262.0,864000.0,0,1,0,1
100980,60,1683,1,38562.0,1296000.0,0,1,0,1
100980,60,1683,1,33362.0,172800.0,0,1,0,1
100980,60,1683,1,33513.4,2160000.0,1,0,0,1
100980,60,1683,1,33498.8,345600.0,0,1,0,1
100980,60,1683,1,32598.8,432000.0,0,1,0,1
100980,60,1683,1,46546.8,518400.0,1,0,0,1
100980,60,1683,1,41807.8,432000.0,0,1,0,1
100980,60,1683,1,37707.8,950400.0,0,1,0,1
100980,60,1683,1,32307.8,432000.0,0,1,0,1
100980,60,1683,1,32469.3,2073600.0,1,0,0,1
100980,60,1683,1,32454.7,345600.0,0,1,0,1
100980,60,1683,1,53376.7,518400.0,1,0,0,1
100980,60,1683,1,47137.7,864000.0,0,1,0,1
100980,60,1683,1,48637.7,0.0,0,1,0,1
187224,24,7801,0,200.0,0.0,1,0,0,1
187224,24,7801,0,24976.0,1209600.0,1,0,0,1
187224,24,7801,0,24992.8,345600.0,1,0,0,1
187224,24,7801,0,25992.8,1036800.0,1,0,0,1
187224,24,7801,0,26096.8,1641600.0,1,0,0,1
187224,24,7801,0,22996.8,0.0,0,1,0,1
187224,24,7801,0,23100.9,2419200.0,1,0,0,1
187224,24,7801,0,25900.9,1123200.0,1,0,0,1
187224,24,7801,0,26005.0,1555200.0,1,0,0,1
187224,24,7801,0,68963.0,950400.0,1,0,0,1
187224,24,7801,0,47663.0,5184000.0,0,1,0,1
187224,24,7801,0,69539.0,1468800.0,1,0,0,1
187224,24,7801,0,69712.8,172800.0,1,0,0,1
187224,24,7801,0,75138.8,0.0,1,0,0,1
187224,24,7801,0,50038.8,2592000.0,0,1,0,1
187224,24,7801,0,70849.8,1209600.0,1,0,0,1
187224,24,7801,0,61434.8,1296000.0,0,1,0,1
187224,24,7801,0,92262.8,1296000.0,1,0,0,1
187224,24,7801,0,92571.3,172800.0,1,0,0,1
187224,24,7801,0,92556.7,345600.0,0,1,0,1
187224,24,7801,0,84756.7,777600.0,0,1,0,1
187224,24,7801,0,51656.7,172800.0,0,1,0,1
187224,24,7801,0,-243.3,1296000.0,0,1,0,1
187224,24,7801,0,37363.7,2419200.0,1,0,0,1
187224,24,7801,0,37615.3,345600.0,0,1,0,1
187224,24,7801,0,37615.4,172800.0,1,0,0,1
187224,24,7801,0,37600.7,0.0,0,1,0,1
187224,24,7801,0,28800.7,604800.0,0,1,0,1
187224,24,7801,0,32100.7,0.0,0,1,0,1
187224,24,7801,0,21988.7,86400.0,0,1,0,1
187224,24,7801,0,18588.7,259200.0,0,1,0,1
187224,24,7801,0,55088.7,1296000.0,1,0,0,1
187224,24,7801,0,55267.6,1382400.0,1,0,0,1
187224,24,7801,0,55253.0,1728000.0,0,1,0,1
187224,24,7801,0,90056.0,432000.0,1,0,0,1
187224,24,7801,0,56256.0,864000.0,0,1,0,1
187224,24,7801,0,48879.0,604800.0,0,1,0,1
187224,24,7801,0,42579.0,777600.0,0,1,0,1
187224,24,7801,0,42792.2,2246400.0,1,0,0,1
187224,24,7801,0,42777.6,432000.0,0,1,0,1
187224,24,7801,0,37477.6,777600.0,0,1,0,1
187224,24,7801,0,27577.6,86400.0,0,1,0,1
